Tweet,Nilai,,Tidak Percaya,Percaya
"Sebanyak 1.389 juta dosis vaksin siap pakai AstraZeneca kembali tiba di Indonesia.
Sepakat TundaMudik https://t.co/hCX7s1acHF",Percaya,,,
"Pemerintah Indonesia sudah menerima vaksin AstraZeneca total sampai Batch ketiga adalah 6 jutaan dosis.
Sepakat TundaMudik https://t.co/9AbgRDLitK",Percaya,,,
"Total jumlah Vaksin AstraZeneca Batch ketiga ditambah kedatangan 6 Mei 2021 adalah 1.444.900 dosis.
Sepakat TundaMudik https://t.co/6JrwMr0cV0",Percaya,,,
"Selain program Vaksin gratis, ada juga program vaksinasi Gotong Royong untuk membantu upaya pemerintah.
Sepakat TundaMudik https://t.co/vWJ4nKBJXL",Percaya,,,
"Pemerintah bekerja keras dalam upayakan vaksin covid 19, sudah seharusnya masyarakat mendukung dengan patuhi prokes
Sepakat TundaMudik https://t.co/JszjtesiAb",Percaya,,,
Ayo jangan lupa untuk vaksin demi melindungi kita dan keluarga.. Semangat semuanya dalam menghadapi pandemi ini. https://t.co/SyCS7rvRR1,Percaya,,,
"Udahlah. Harusnya sekarang mah siapapun yang datang ke faskes untuk vaksinasi, berikan, daripada vaksin ready to use-nya pada kebuang. Ga usah kebanyakan kategori lagi. https://t.co/732buHtPvq",Percaya,,,
Mantap dengan vaksin kita bisa mengakhiri pandemi dengan lebih cepat dan memulihkan perekonomian negara.. https://t.co/jB7jaPPqCc,Percaya,,,
Vaksinasi ?? Kuylah.. Lebih bagus kalo sudah d vaksin tubuh akan semakin kuat melawan covid !! https://t.co/6Vea4mqGXZ,Percaya,,,
@dmsfaris @radenrauf Bolehhh jangan lupa vaksin dlu wkw,Percaya,,,
Indonesia bebas corona dengan patuhi protokol dan dukung program vaksin Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/ufH8ByfJG2,Percaya,,,
"Vaksin itu gak sakit kok, malah bikin tubuh kita lebih kuat menghadapi covid Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/Hq3792k1v7",Percaya,,,
mari kita peduli sesama dengan dukung program vaksin untuk keluarga tercinta Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/V7FjIrFteP,Percaya,,,
"Sebanyak 1.389 juta dosis vaksin siap pakai AstraZeneca kembali tiba di Indonesia.
Sepakat TundaMudik https://t.co/IFbml6YxOT",Percaya,,,
Jangan Patah semangat! pertahankan prokes dan dukung program vaksin sebagai upaya melawan corona! Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/5WPYuAcobR,Percaya,,,
Vaksin bekerja sebagai pelindung tubuh yang melawan virus covid Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/pErmsYHttB,Percaya,,,
Mari kita tanamkan pedulian kepada lingkungan sekitar kita dengan mengdukungi program vaksin covid Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/97ltR7CLff,Percaya,,,
"Sebanyak 1.389 juta dosis vaksin siap pakai AstraZeneca kembali tiba di Indonesia.
Sepakat TundaMudik https://t.co/cDJ1l5pgXJ",Percaya,,,
"Bukan hanya Indonesia Covid juga sudah menghancurkan dunia, mari kita lawan dengan vaksin Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/hGz02Wfd7g",Percaya,,,
Indonesia bangkit dengan vaksin lawan covid Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/9hLOOibpkO,Percaya,,,
"Pemerintah Indonesia sudah menerima vaksin AstraZeneca total sampai Batch ketiga adalah 6 jutaan dosis.
Sepakat TundaMudik https://t.co/M6JolwEgIR",Percaya,,,
"Pemerintah Indonesia sudah menerima vaksin AstraZeneca total sampai Batch ketiga adalah 6 jutaan dosis.
Sepakat TundaMudik https://t.co/2gVyz30p45",Percaya,,,
"vaksin untuk kebaikan indonesia juga untuk global, mari kita bersama masyarakat dunia dukung program vaksinasi! Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/SY1zY5xCh4",Percaya,,,
"Secara keseluruhan, total vaksin AstraZeneca dari jalur Covax atau jalur multilateral yang telah sampai dan tiba di Indonesia adalah sejumlah 6,41 juta dosis vaksin jadi. https://t.co/niOk1oSHwX",Percaya,,,
"Total jumlah Vaksin AstraZeneca Batch ketiga ditambah kedatangan 6 Mei 2021 adalah 1.444.900 dosis.
Sepakat TundaMudik https://t.co/NJRz6FeEp7",Percaya,,,
"Total jumlah Vaksin AstraZeneca Batch ketiga ditambah kedatangan 6 Mei 2021 adalah 1.444.900 dosis.
Sepakat TundaMudik https://t.co/hYgOvJuYM5",Percaya,,,
"Perdana Menteri Makedonia Utara Zoran Zaev menerima suntikan pertama vaksin COVID-19 Sinopharm Tiongkok di pusat olahraga Boris Trajkovski, yang terletak di Skopje pada Kamis (6/5). Simak selengkapnya dalam video berikut ini https://t.co/H1DjQfJOXu",Percaya,,,
"Selain program Vaksin gratis, ada juga program vaksinasi Gotong Royong untuk membantu upaya pemerintah.
Sepakat TundaMudik https://t.co/ZjPvKxKwOb",Percaya,,,
"1389 juta dosis vaksin siap pakai
Sepakat TundaMudik https://t.co/tC8D9lMNgl",Percaya,,,
"1389 juta dosis vaksin siap pakai
Sepakat TundaMudik https://t.co/62dDfEzXRI",Percaya,,,
"Selain program Vaksin gratis, ada juga program vaksinasi Gotong Royong untuk membantu upaya pemerintah. https://t.co/bgqdODpm69",Percaya,,,
besok aku vaksin:),Percaya,,,
"1389 juta dosis vaksin siap pakai
Sepakat TundaMudik https://t.co/80ZnQOc0uj",Percaya,,,
Vaksin memang tersedia tapi lebih baik Sepakat Tunda Mudik dan taati prokes https://t.co/0gZYHz9Kfs,Percaya,,,
"1389 juta dosis vaksin siap pakai
Sepakat TundaMudik https://t.co/UvcTR31FGL",Percaya,,,
"Sepakat TundaMudik , taati prokes, ikut vaksin https://t.co/ByxyfgwuR6",Percaya,,,
"1389 juta dosis vaksin siap pakai
Sepakat TundaMudik https://t.co/AlzQ5PRyrD",Percaya,,,
Pada hari ini kita patut bersyukur bahwa Indonesia dapat kembali menerima batch ketiga vaksin dari jalur multilateral yaitu dari Covax Facility https://t.co/z65vR62toW,Percaya,,,
"Stok Vaksin Aman. 
Pemerintah Terus Berusaha Pengadaan ny. Yuk Sepakat TundaMudik Tetap Patuhi Prokes
Bersama Kita Bisa. https://t.co/tQG4ugJIac",Percaya,,,
"Sepakat TundaMudik
Vaksin sudah banyak disediakan, mari kita bersama-sama saling jaga kesehatan.
https://t.co/MzfKgbDP7U",Percaya,,,
"Secara keseluruhan, kedatangan vaksin ini merupakan kedatangan tahap ke-12 sejak 6 Desember 2020 https://t.co/Up0KkQyhA1",Percaya,,,
"Secara keseluruhan, total vaksin AstraZeneca dari jalur Covax atau jalur multilateral yang telah sampai dan tiba di Indonesia adalah sejumlah 6,41 juta dosis vaksin siap pakai. https://t.co/H7ZKSXgEXh",Percaya,,,
"Pemerintah serius dalam upaya keamanan ketersediaan vaksin di Indonesia. 
Sepakat TundaMudik https://t.co/KLmex7mTJI",Percaya,,,
Vaksin sudah banyak disediakan maka mari kita bersama-sama saling jaga kesehatan Sepakat TundaMudik https://t.co/l37byhvzcd,Percaya,,,
kalo abis vaksin tidur tu pules bgttttt,Percaya,,,
"Telat, HMI MPO Ajak Komponen Bangsa Dukung Vaksin Nusantara https://t.co/VsH5kR0Me2",Percaya,,,
@Amy_Anwar @r4nigoes Senasib aku mlh kmrn sabtu full seharian tidur stlh jum'at di vaksin efeknya lmyn tp Alhamdulillah rejeki dpt vaksin dl.,Percaya,,,
Gue besok dapat jadwal vaksin. Duh gugup 🥲,Percaya,,,
Abis vaksin pertama malah drop bener2 kocak,Percaya,,,
"Sepakat TundaMudik

Pemerintah Indonesia telah menerima vaksin Covid-19 jenis AstraZeneca hingga 6 juta dosis vaksin...

https://t.co/3HJCSEe45I",Percaya,,,
Jangan lupa untuk di vaksin ya dan Sepakat Tunda Mudik juga https://t.co/lpK2CKqpxO,Percaya,,,
"𝗧𝗲𝘁𝗮𝗽 𝘄𝗮𝘀𝗽𝗮𝗱𝗮 Jangan Lengah. Selain Program Vaksin Gratis, ada juga program Vaksinasi Gotong Royong untuk Membantu Upaya Pemerintah. Yuk kita Sepakat TundaMudik. https://t.co/u3VQPENrbg",Percaya,,,
Pemerintah Indonesia telah menerima vaksin Covid-19 jenis AstraZeneca hingga 6 juta dosis vaksin. Sepakat TundaMudik https://t.co/S9jmuBvhyI,Percaya,,,
"Sudah ada kedatangan vaksin AstraZeneca kembali di Indonesia untuk tambah stok yang ada. 
Sepakat TundaMudik https://t.co/A0rSSUucvY",Percaya,,,
Sepakat Tunda Mudik  dan jangan lupa vaksin https://t.co/9R6CD7H8Ap,Percaya,,,
"Vaksin siap pakai sudah tiba di indonesia nih, yuk di vaksin dan Sepakat TundaMudik https://t.co/6D7nbEiu2r",Percaya,,,
"baru hari ini ngerasain efek dr vaksin, dibikin workout bener2 lemes pol pdhl lg ga puasa",Percaya,,,
"Sebanyak 1,389 juta dosis vaksin siap pakai astrazeneca kembali tiba di Indonesia.
Sepakat TundaMudik https://t.co/RPysuVrbZy",Percaya,,,
"Pemerintah terus mengupayakan keamanan ketersediaan vaksin di Indonesia yang sudah mencapai 75.910.500 dosis vaksin.
Sepakat TundaMudik https://t.co/iyrfvojCEs",Percaya,,,
"Selain program vaksin gratis ada juga program vaksinasi gotong royong untuk membantu upaya dari pemerintah.
Sepakat TundaMudik https://t.co/8tVy7Spdr4",Percaya,,,
"Sepakat TundaMudik , ikut vaksin jaga imunitas diri https://t.co/FJbHxdpCNx",Percaya,,,
"Pemerintah terus mengupayakan keamanan ketersediaan vaksin di Indonesia yang sudah mencapai 75.910.500 dosis vaksin.
Sepakat TundaMudik https://t.co/HsIJwwopab",Percaya,,,
"Meski Sudah Di Vaksin. 
Ingat... Sepakat TundaMudik
Tetap Patuhi Prokes. https://t.co/k3xJh45LJv",Percaya,,,
Vaksin astrazeneca kembali datang lagi di Indonesia Sepakat TundaMudik https://t.co/yo7KeccohX,Percaya,,,
Selain program vaksin gratis ada juga vaksin gotong royong Sepakat TundaMudik https://t.co/lyAMTnIngw,Percaya,,,
"Sukseskan Vaksin

Sepakat TundaMudik https://t.co/BcsXE1Qkhk",Percaya,,,
"Stok Vaksin Aman. Sebanyak 1, 389 juta siap di pakai. 
Yuk Sepakat TundaMudik https://t.co/Cph12jkmtf",Percaya,,,
"Logiknya mudah, semakin ramai yang menerima vaksin, tanpa mengira siapa dahulu atau varian vaksin, semakin cepat kita mencapai imuniti kelompok, yang bakal melindungi kita semua seluruhnya.

Tulisan saya di Berita Minggu hari ini

https://t.co/JK7yK7IapH",Percaya,,,
"1,389 juta dosis vaksin siap pakai AstraZeneca tiba di Indonesia. Secara keseluruhan Indonesia telah mengamankan 75,91 juta dosis vaksin dari Sinovac, AstraZeneca, dan Sinopharm. Meski ada vaksin, saya berharap masyarakat tetap waspada dan mematuhi protokol kesehatan.
#covid19 https://t.co/q4LPvHF6Ru",Percaya,,,
"Stok Vaksin Aman. 
Pemerintah Terus Berusaha Pengadaan ny. 
Yuk Sepakat TundaMudik
Bersama GISELLE https://t.co/BNbsHvIRec",Percaya,,,
"Stok Vaksin Aman. 
Pemerintah Terus Berusaha Pengadaan ny. 
Yuk Sepakat TundaMudik
Tetap Patuhi Prokes.
cc. Dikta https://t.co/kUQteIwL4H",Percaya,,,
"Tetap Waspada Jangan Lengah. 
Selain Program Vaksin Gratis, ada juga program Vaksinasi Gotong Royong untuk Membantu Upaya Pemerintah. Yuk kita Sepakat TundaMudik https://t.co/pglRZhn2Jz",Percaya,,,
"Pemerintah mengupayakan keamanan ketersediaan vaksin di Indonesia bagi masyarakat. 
Sepakat TundaMudik https://t.co/W5IxEphzzx",Percaya,,,
"Vaksin yang telah datang di Indonesia harus bisa dimanfaatkan dengan sebaik-baiknya demi keselamatan seluruh masyarakat Indonesia.
Sepakat TundaMudik https://t.co/iTgnqXDS4e",Percaya,,,
"Pemerintah terus mengupayakan vaksin, jadi kita tetap harus patuh menjalankan prokes
Sepakat TundaMudik https://t.co/fuHCd48Bwq",Percaya,,,
"Sepakat TundaMudik
Pemerintah sedang bekerja keras untuk menyediakan vaksin bagi rakyatnya.
Sepakat TundaMudik adalah kontribusi masyarakat untuk membantu upaya dari pemerintah dalam mencegah penyebaran pandemi. https://t.co/H2Hhwx9tfp",Percaya,,,
"Pemerintah terus mengupayakan keamanan Ketersediaan Vaksin di Indonesia

Sepakat TundaMudik https://t.co/1NzTyzISi5",Percaya,,,
"Selain Program Vaksin Gratis, Ada juga Program Vaksin Gotong Royong untuk membantu upaya pemerintah

Sepakat TundaMudik https://t.co/coMf5zHXh6",Percaya,,,
"BREAKING: Para ahli menyimpulkan, vaksin Covid19 aman untuk ibu hamil.",Percaya,,,
"Selain Program Vaksin Gratis, ada juga program Vaksinasi Gotong Royong untuk Membantu Upaya Pemerintah. Yuk kita Sepakat TundaMudik https://t.co/ZECScHbR8b",Percaya,,,
"Stok Vaksin Aman. 
Pemerintah Terus Berusaha Pengadaan ny. Tetap Waspada
Yuk Sepakat TundaMudik
Tetap Patuhi Prokes. https://t.co/KjWrT0P53O",Percaya,,,
10.000 Pedagang Pasar di Sleman Segera Vaksin Covid-19 https://t.co/qryTBDk07b,Percaya,,,
"Dengan datangnya vaksin astrazeneca batch ketiga adalah salah satu usaha dari pemerintah agar pandemi segera berlalu dari Indonesia.

Sepakat TundaMudik 

https://t.co/A9bW80N0tn",Percaya,,,
"Stok Vaksin Aman. 
Pemerintah Terus Berusaha Pengadaan ny. Tetap Waspada
Yuk Sepakat TundaMudik https://t.co/APnhUe4NxR",Percaya,,,
"Stok Vaksin Aman. Tetap Waspada
Yuk Sepakat TundaMudik https://t.co/s4oxbyKVbP",Percaya,,,
"Selain adanya program vaksin gratis, ada juga program vaksinasi gotong royong untuk membantu upaya dari pemerintah agar pandemi segera berakhir di Indonesia.
Sepakat TundaMudik https://t.co/sJtidUCgqE",Percaya,,,
Pria pria ini rela disuntik vaksin di bagian perut dengan iming-iming hadiah motor enmek. https://t.co/7q2n1eXLNT,Percaya,,,
"Setiap dosis vaksin yang datang Indonesia adalah harapan untuk kita semua agar bangsa Indonesia segera keluar dari pandemi.
Sepakat TundaMudik https://t.co/utOXR6tle3",Percaya,,,
"Kedatangan vaksin tersebut merupakan upaya dari pemerintah agar pandemi secepatnya berlalu dari Indonesia.
Sepakat TundaMudik bisa kita lakukan sebagai bentuk dukungan terhadap pemerintah. https://t.co/SZ20QKXiDp",Percaya,,,
"Vaksin astrazeneca telah tiba kembali di Indonesia sebanyak 1,389 Juta dosis vaksin.
Sepakat TundaMudik https://t.co/Ca8D9M1uE4",Percaya,,,
"Pemerintah Indonesia sudah menerima vaksin astrazeneca total sampai batch ketiga adalah sejumlah 6 jutaan dosis.
Sepakat TundaMudik https://t.co/40xW9AHX8k",Percaya,,,
"Total vaksin AstraZeneca yang sudah diterima oleh Pemerintah Indonesia ada 6 juta dosis
Sepakat TundaMudik https://t.co/im2ocoXGRQ",Percaya,,,
"Ingat !!!
Pemerintah terus berupaya Mengamankan ketersediaan vaksin di Indonesia, yang mencapai 75.910.500 dosis vaksin.. https://t.co/uzlpMD3BRZ",Percaya,,,
"Selain Program Vaksin Gratis, ada juga program Vaksinasi Gotong Royong untuk Membantu Upaya Pemerintah. Yuk kita Sepakat TundaMudik https://t.co/0vRlKKJGYY",Percaya,,,
254.180 Vaksin AstraZeneca untuk Lansia dan Layanan Publik https://t.co/6xy7YSXLwV,Percaya,,,
"Jika kita hitung secara keseluruhan dengan ketibaan vaksin pada Sabtu pagi, 8 Mei 2021 ini, Indonesia telah mengamankan 75.910.500 dosis vaksin

Sepakat TundaMudik https://t.co/43Pi4tEOCl",Percaya,,,
"Sebanyak 1,389 juta dosis vaksin siap pakai AstraZeneca dari Covax Facility kembali tiba di Indonesia pada Sabtu, 8 Mei 2021.

Sepakat TundaMudik https://t.co/F9ey2iTLaK",Percaya,,,
"Sebelumnya Indonesia juga telah menerima vaksin AstraZeneca 55.300 dosis pada 6 Mei 2021. Sehingga jumlah vaksin AstraZeneca yang diterima dari pengiriman batch ketiga ialah 1.444.900 dosis.

Sepakat TundaMudik https://t.co/c2X6Y79VzY",Percaya,,,
"Jumlah vaksin AstraZeneca yang sudah diterima Indonesia mencapai 6 jutaan dosis.

Sepakat TundaMudik https://t.co/riPOllNPaz",Percaya,,,
Ayo bersama kita Ikut Vaksinasi agar Indonesia kembali pulih dari Covid. karena terbukti Vaksin Menurunkan tingkat infeksi di berbagai provinsi https://t.co/CYIM8rEOuh,Percaya,,,
"@abahiyanfikri @drpriono1 Vaksin bukan kebal dari COVID.
anda berkendara naik motor pakai helm untuk apa? Proteksi. 
Vaksin = helm
Biar tidak terjadi luka yang serius harus pakai helm, jangan ngebut dijalan,patuhi rambu2 lalu lintas.
Begitu juga di vaksin tetap patuhi protokol kesehatan.",Percaya,,,
Nganter orang vaksin sudah nyenengin. Semoga segera di vaksin juga https://t.co/xKCOKcy781,Percaya,,,
"Reporting for duty today!  

Yuk teman2 jangan lupa mendaftarkan diri buat menerima vaksin covid-19 😘😘 https://t.co/dlWC8hlGtx",Percaya,,,
Ayo vaksin.. https://t.co/urhSpgyKoU,Percaya,,,
@bacotinkoko @Chizlava Oalah abis vaksin ternyataa,Percaya,,,
"Gue vaksin dulu yaak, kita lanjut nanti siang yaa sambil nunggu buka",Percaya,,,
"Alhamdulillah Sudah menerima Vaksin tahap I
#VaksinasiCovid19 
#VaksinasiNasional https://t.co/DXnysMCjJ3",Percaya,,,
Vaksin Covid19 Ini Bisa Digunakan Untuk Remaja https://t.co/9HzrnhcFPO,Percaya,,,
"Alhamdulillah stok vaksin bertambah
.
.
#UUCiptaKerjaPerkuatNKRI https://t.co/iYg8uSKW6u",Percaya,,,
"Alhamdulillah selesai ambil vaksin. Semua berjalan dengan lancar. 

Sekarang tengah 15 minit pemantauan. https://t.co/AuNqjb8pax",Percaya,,,
Mereka yang sudah di Vaksin. Demi Indonesia Sehat https://t.co/dW2UQWVF3a,Percaya,,,
@sank_ojol Alhamdulillah iya hari ini dpt panggilan Vaksin dari Grab,Percaya,,,
WHO Izinkan Vaksin COVID-19 Sinopharm untuk Penggunaan Darurat https://t.co/Znb1OKtGEP,Percaya,,,
Vaksin menyelamatkan keluarga anda #VaksinasiNasional https://t.co/2H1W8pgwN5,Percaya,,,
Dadakan malem2 dapet slot vaksin untuk penyuntikan besok paginya. Life is good. 👌,Percaya,,,
Ayo Vaksin #VaksinasiNasional https://t.co/3ncDL4RIQg,Percaya,,,
"Ayo Kita Vaksin 
#VaksinasiNasional https://t.co/pNKWjhYd94",Percaya,,,
"@cirengkrispiy Mari pelukan, aku udah vaksin 2x juga",Percaya,,,
Ini pertama kalinya WHO memberi lampu hijau pada vaksin buatan Asia. Sinopharm adalah vaksin keenam yang mendapat persetujuan dari WHO. https://t.co/RZfakf9kSy,Percaya,,,
"Setelah vaksin, pengen banget mampir fx buat liat-liat lagi setelah sekian lama. Apa daya ternyata abis vaksin rasanya sangat lelah dan mengantuk, pulang adalah pilihan yang sangat tepat. 🙂",Percaya,,,
@BungaAmaliaaa Alhamdulilah ud vaksin pertama hihihi,Percaya,,,
"🇮🇩 IndoneSia dorong kesetaraan akses VAKSIN bagi semua negara
......
.
..
...
#UUCiptaKerjaPerkuatNKRI 
#UUCiptaKerjaPerkuatNKRI https://t.co/vp72aPWebs",Percaya,,,
"Indonesia kembali mendapatkan tambahan dosis vaksin AstraZeneca sebanyak 1,3 juta dosis. Tambahan itu membuat Indonesia sudah mengamankan 75,9 juta dosis vaksin corona. #kumparanNews https://t.co/AkfXAQqXOO",Percaya,,,
"Agen perjalanan di Thailand menjual paket ""wisata vaksin"" virus corona ke Amerika Serikat. Ide ini tercetus karena beberapa orang kaya Thailand mulai tidak sabar menunggu vaksinasi massal. Apa saja fasilitas dari wisata ini? Selengkapnya di #CNNIndonesia 
https://t.co/vzdin77mO3",Percaya,,,
"Agen perjalanan di Thailand menjual paket ""wisata vaksin"" virus corona ke Amerika Serikat. Ide ini tercetus karena beberapa orang kaya Thailand mulai tidak sabar menunggu vaksinasi massal. Apa saja fasilitas dari wisata ini? #detikntwork 

https://t.co/2ULgI4p2mQ",Percaya,,,
Yuk bisa yuk vaksin yuk,Percaya,,,
@breathefortae aku kemarin habis vaksin bawaannya ngantuk terus kayak orang abis minum antimo wkwk,Percaya,,,
"Di masa covid..
70% itu murni suara rakyat kecil..

Rakyat yg ngerti terima kasih dan  bersyukur atas hidupnya..

Kita berdoa saja Indonesia cepat keluar dr krisis pandemic dan Vaksin Nusantara dapat efektif utk melawan semua jenis covid..

Jangan lupa wisatalah dalam negeri..",Percaya,,,
"jangan sampai orang tercinta terkena covid, dukung vaksin utuk keluarga yang sehat Nusantara Jaya #mudik #covid19 #prokes Anies https://t.co/ZIsVJ8xdbM",Percaya,,,
"Riset vaksin dilakukan dengan jalan yang panjang, dan vaksin juga dibuat sesuai dengan kebutuhan, mari kita dukung vaksinasi Nusantara Jaya #mudik #covid19 #prokes Anies https://t.co/wBLqSeOnq1",Percaya,,,
vaksin merupakan harapan kita untuk kembali menjalin kehidupan yang normal Nusantara Jaya #mudik #covid19 #prokes Anies https://t.co/Jn782Diy1U,Percaya,,,
"jangan takut vaksin, karena sudah terbukti aman dan halal Nusantara Jaya #mudik #covid19 #prokes Anies https://t.co/fGiPhQT764",Percaya,,,
"Kita sudah rindu dengan kehidupan sebelum adanya covid, mari kita dukung vaksin agar kita bisa normal kembali Nusantara Jaya #mudik #covid19 #prokes Anies https://t.co/k91XQSgDiF",Percaya,,,
"melawan covid butuh kekompakan, mari kita dukung vaksin bersama kita bisa melawan covid! Nusantara Jaya #mudik #covid19 #prokes Anies https://t.co/PEH1Cg75JL",Percaya,,,
Wakil Ketua DPR RI @cakimiNOW dorong lagi peluang vaksin dalam negeri. https://t.co/Z9Ut0EZGx2,Percaya,,,
"Wakil Ketua DPR Gus @cakimiNOW Dorong Lagi Peluang Vaksin dalam Negeri, Seperti Vaksin Nusantara
 https://t.co/mq5YtMpnt1",Percaya,,,
"https://t.co/IA0gkVNlGB

Ketua Dewan Pertimbangan Partai Berkarya, Siti Hediati Hariyadi alias Titiek Soeharto menjadi salah satu relawan vaksin Nusantara.",Percaya,,,
@progjo @daengmatarang @jpnncom Selamat berjuang Dr Terawan semoga vaksin nusantara menjadi tolok ukur keberhasilan vaksin Indonesia di dunia Internasional dan sekaligus menyelamatkan rakyat Indonesia,Percaya,,,
"Vaksin Merah Putih Siap Digunakan Mulai Pertengahan 2022
#BersatuLawanCovid19 https://t.co/nkivVTboMK",Percaya,,,
Vaksin merah putih sedang du uji coba. Semoga segera lulus uji ya https://t.co/q8OuxSitFE,Percaya,,,
"""Kami mendorong semua pihak tidak mengedepankan ego sektoral untuk melihat peluang berkembangnya produksi vaksin dalam negeri seperti Vaksin Merah Putih atau Vaksin Nusantara,""

Wakil Ketua @DPR_RI Gus AMI @cakimiNOW https://t.co/9eF7Li35W3",Percaya,,,
"Semoga vaksin merah putih cepet di distribusikan dan berhasil di uji coba. Kalau buatan local harga udah jelas soalnya. Dan gak bs di mainin ky barang"" yg beli dari luar.",Percaya,,,
"Vaksin merah putih akan digunakan dalam vaksinasi program pemerintah
#AkselerasiPulihkanNKRI https://t.co/Or2XB4w6rC",Percaya,,,
"Juru bicara satuan tugas penanganan covid 19 mengatakan vaksin merah putih akan digunakan dalam vaksinasi covid 19 program pemerintah
#AkselerasiPulihkanNKRI https://t.co/CHkpCHe3x5",Percaya,,,
"Vaksin Merah Putih Tetap Masuk Program Pemerintah, Kini Diuji Coba ke Hewan Besar
 
https://t.co/Cal6svzI9A via @tribunnews",Percaya,,,
