Tweet,Nilai,,Tidak Percaya,Percaya,,,
"Panglima TNI Bersama Kapolri Melihat Secara Langsung Pelaksanaan Vaksinasi Massal di Bali https://t.co/ipatz3V07v via @YouTube 

#vaksinuntukkita #vaksincovid19 #berita #bali #nusabali #nusabalitv",Percaya,,,,,,
"Kami sudah divaksin!

Kamu jangan takut divaksin yha!
ðŸ¥³ðŸ¥³

#monpersdivaksin 
#monumenpers
#VaksinUntukIndonesia 
#vaksinuntukkita 
#vaksincovid19 
#kominfo https://t.co/8jqMKbxo55",Percaya,,,,,,
"85% Masyarakat Indonesia bersedia untuk di vaksin.
#vaksinuntukkita https://t.co/smiN9ZMECq",Percaya,,,,,,
"Komisi Fatwa MUI Pusat menetapkan Vaksin COVID-19 produksi Sinovac Halal dan Suci. 
#vaksinuntukkita https://t.co/CmZyvgs95g",Percaya,,,,,,
"Vaksin AstraZeneca sudah diperbolehkan. 
#vaksinuntukkita https://t.co/jkZLN1cgTt",Percaya,,,,,,
"Telat, HMI MPO Ajak Komponen Bangsa Dukung Vaksin Nusantara https://t.co/VsH5kR0Me2",Percaya,,,,,,
"Dukung Pengembangan Vaksin Nusantara, HMI MPO Siapkan Relawan Ikuti Penyuntikan Sel Dendritik

https://t.co/SUu6RiiBVC",Percaya,,,,,,
Ini contoh ngarang bebas ala Kebebasan Pancasila. Akibat disuntik vaksin nusantara nih. https://t.co/tEKcIuKHLH,Tidak Percaya,,,,,,
@geloraco @lelakiabiez 2024 gunakan Vaksin Pribumi se Nusantara utk kekebalan &amp; kesehatan akal sehat dlm melawan wabah Virus Dungu,Tidak Percaya,,,,,,
Vaksin Nusantara &amp; Merah Putih yg terbaeeek....e-nya tiga ya...ðŸ’ªðŸ’ªðŸ’ª https://t.co/T1Nz4IOjJv,Percaya,,,,,,
"@Miduk17 Bohong atau dibodohi soal ""vaksin Nusantara""?",Tidak Percaya,,,,,,
mending mana anti masker jadi duta masker atau eks mentri koruptor jadi duta vaksin nusantara,Tidak Percaya,,,,,,
emang banyak yg lagi nunggu vaksin nusantara ya?,Tidak Percaya,,,,,,
"Karya Anak Bangsa, Ketua DPD RI Dukung Vaksin Nusantara https://t.co/o18Y4ZkeTW #DPDRI #VaksinNusantara #berita #nusabali #COVID19",Percaya,,,,,,
"Ketua DPD RI, AA LaNyalla Mahmud Mattalitti, mendukung vaksin Nusantara yang diinisiasi oleh Mantan Menteri Kesehatan, Terawan Agus Putranto.

https://t.co/iVEp0HmDTx",Percaya,,,,,,
"Beri Dukungan ke Terawan, Ketua DPD RI Lakukan Suntik Vaksin Nusantara https://t.co/B8ktrYXfzc",Percaya,,,,,,
@Dahnilanzar @KemhanRI saya dukung vaksin nusantara,Percaya,,,,,,
"@Zieits_me Vaksin Nusantara aja deh. 
ðŸ˜Š",Percaya,,,,,,
"@LaNyallaMM1 Mau vaksin nusantara,mau vaksin nosontoro,percuma pak Bro klw aseng china masuk terus datang ke indonesia,,penerbangan wuhan-indonesia kok dibuka,katanya mau steril dari corona..lieur cuy..",Tidak Percaya,,,,,,
"Dukung Karya Anak Bangsa, Ketua DPD RI Ikut Suntik Vaksin Nusantara https://t.co/s5seMY6fYH",Percaya,,,,,,
Ketua DPD RI Lakukan Suntik VaksinÂ Nusantara https://t.co/g3cyPbnCQ6,Percaya,,,,,,
"Lanyalla Ketua @DPDRI mendukung Vaksin Nusantara Karya Anak Bangsa 

@fahiraidris
@Lisaamartatara4
@MrSmile80986555
@armuchsin
@Mr_cosanostr
@TogarNero1
@Dayat42097065

https://t.co/uyfmFO6TF4",Percaya,,,,,,
"Ketua DPD RI Lakukan Suntik Vaksin Nusantara di Jakarta: News Satu, Jakarta, Rabu 5 Mei 2021- Ketua DPD RI, AA LaNyalla Mahmud Mattalitti, mendukung vaksin Nusantara yang diinisiasi oleh Mantan Menteri The post Ketua DPD RI Lakukan Suntik Vaksinâ€¦ https://t.co/OAafLepjnG https://t.co/RZB8jjA3jp",Percaya,,,,,,
"Ketua DPD RI Lakukan Suntik Vaksin Nusantara di Jakarta: News Satu, Jakarta, Rabu 5 Mei 2021- Ketua DPD RI, AA LaNyalla Mahmud Mattalitti, mendukung vaksin Nusantara yang diinisiasi oleh Mantan Menteri The post Ketua DPD RI Lakukan Suntik Vaksinâ€¦ https://t.co/TktmLarPyk https://t.co/ypn1sWlOJ0",Percaya,,,,,,
"Ketua DPD RI Lakukan Suntik Vaksin Nusantara di Jakarta: News Satu, Jakarta, Rabu 5 Mei 2021- Ketua DPD RI, AA LaNyalla Mahmud Mattalitti, mendukung vaksin Nusantara yang diinisiasi oleh Mantan Menteri The post Ketua DPD RI Lakukan Suntik Vaksinâ€¦ https://t.co/ypvcg4gQyi https://t.co/ezZPcETbho",Percaya,,,,,,
"Ketua DPD RI Lakukan Suntik Vaksin Nusantara di Jakarta: News Satu, Jakarta, Rabu 5 Mei 2021- Ketua DPD RI, AA LaNyalla Mahmud Mattalitti, mendukung vaksin Nusantara yang diinisiasi oleh Mantan Menteri The post Ketua DPD RI Lakukan Suntik Vaksinâ€¦ https://t.co/Dj0dKbQe8W https://t.co/OyNO21GwML",Percaya,,,,,,
Ketua DPD RI Disuntik Vaksin Nusantara https://t.co/2fkURwIFre,Percaya,,,,,,
Ketua DPD RI Disuntik Vaksin Nusantara https://t.co/mr3sAvqhML,Percaya,,,,,,
Ketua DPD RI Lakukan Suntik VaksinÂ Nusantara https://t.co/cQzZ8vyO1P,Percaya,,,,,,
Ketua DPD RI Lakukan Suntik Vaksin Nusantara   https://t.co/f0ui0hg77Z,Percaya,,,,,,
"LaNyalla membuktikan dukungannya dengan melakukan suntik Vaksin Nusantara di Gedung Cellcure Centre, RSPAD Gatot Soebroto 

@LaNyallaMM1
@DPDRI
#LaNyalla #LaNyallaAcademia 

https://t.co/OKp7NnNJYd",Percaya,,,,,,
"LaNyalla membuktikan dukungannya dengan melakukan suntik Vaksin Nusantara di Gedung Cellcure Centre, RSPAD Gatot Soebroto 

@LaNyallaMM1
@DPDRI
#LaNyalla #LaNyallaAcademia 

https://t.co/o8bNeD1Bjj https://t.co/3MHJV5ttjP",Percaya,,,,,,
"LaNyalla membuktikan dukungannya dengan melakukan suntik Vaksin Nusantara di Gedung Cellcure Centre, RSPAD Gatot Soebroto 

@LaNyallaMM1
@DPDRI
#LaNyalla #LaNyallaAcademia 

https://t.co/YIiKDAnYHz https://t.co/KSUFkGkZBo",Percaya,,,,,,
"LaNyalla membuktikan dukungannya dengan melakukan suntik Vaksin Nusantara di Gedung Cellcure Centre, RSPAD Gatot Soebroto 

@LaNyallaMM1
@DPDRI
#LaNyalla #LaNyallaAcademia 

https://t.co/zCOKjtHPuH https://t.co/6plOYpB0gl",Percaya,,,,,,
"LaNyalla membuktikan dukungannya dengan melakukan suntik Vaksin Nusantara di Gedung Cellcure Centre, RSPAD Gatot Soebroto 

@LaNyallaMM1
@DPDRI
#LaNyalla #LaNyallaAcademia 

https://t.co/3LGoMQjqik https://t.co/rA0q6IJ4B8",Percaya,,,,,,
"Ketua DPD RI memberi dukungan untuk Vaksin Nusantara

Kabar Senator
https://t.co/5MgTQwquPC

#Lanyalla #ketuadpdri #dpdri #surabaya #jawatimur #vaksinnusantara #lanyallaforpresiden2024 #daridaerahuntukindonesia #lanyalladanbudaya #LaNyallaAcademia #NyallakanIndonesia https://t.co/VHsyQPndCM",Percaya,,,,,,
"@LaNyallaMM1 VAKSIN BUATAN NUSANTRA
KAYAK ISLAM NUSANTARA..
HARAM JADI HALAL....
WAJIB JADI SUNAH...
KORUPSI ITU REJEKI LAIN
.",Tidak Percaya,,,,,,
Ketua DPD Dorong Vaksin Nusantara Tak Hanya Digunakan di Nasional Tapi Selamatkan Dunia https://t.co/mcmJ565gXV,Percaya,,,,,,
"@null Disuntik Vaksin Nusantara, Ketua DPD RI: Hasil Karya Anak Bangsa Harus Didukung   https://t.co/VBMdt5p85l",Percaya,,,,,,
"Ketua DPD RI Lakukan Suntik Vaksin Nusantara - #INDONESIA

https://t.co/DrGRJaOhyK",Percaya,,,,,,
"Ketua DPD RI Lakukan Suntik Vaksin Nusantara // @DPDRI @LaNyallaMM1 @SylvianaMurni3 @KemenkesRI @catatanterawan @LaNyallanews @lanyalla_update @Info_DPDRI
https://t.co/DxUVB3GCT0",Percaya,,,,,,
Ketua DPD RI AA LaNyalla Mahmud Mattalitti mendukung Vaksin Nusantara yang diinisiasi mantan Menkes Terawan Agus Putranto. LaNyalla juga menjalani penyuntikan Vaksin Nusantara tersebut. #VaksinNusantara https://t.co/BU39zu0n87,Percaya,,,,,,
Dukung Karya Anak Bangsa LaNyalla Suntik Vaksin Nusantara https://t.co/aRocTm1p3g,Percaya,,,,,,
"Ketua DPD RI Lakukan Suntik Vaksin Nusantara

Selengkapnya https://t.co/2KK6psbJjR

https://t.co/0WbQzQw6kz

https://t.co/Gy1ywBLAho

#dpdri #kabarsenator https://t.co/Z7AZxSIFAd",Percaya,,,,,,
Ketua DPD RI LaNyalla Lakukan Suntik Vaksin Nusantara Sebagai Tanda Dukungan https://t.co/Sutss6Vmzo,Percaya,,,,,,
"Nyoh, ada kasus langka yg menyebabkan kematian dengan vaksin dari UK-AstraZeneca.
Semoga vaksin Nusantara bisa menjadi salah satu vaksin yang bisa membantu menekan penularan covid-19 tanpa menyebabkan efek gejala2 fatal https://t.co/s270P20R0q",Percaya,,,,,,
"Selain saya, ada beberapa anggota DPD, anggota DPR dan banyak elemen masyarakat lainnya juga divaksin Nusantara. Harapannya semua masyarakat mendukung sehingga nanti vaksin ini ikut serta membantu menyelamatkan nyawa manusia yang terkena Covid-19,"" https://t.co/oRKaQOKGox",Percaya,,,,,,
"""Hasil karya anak bangsa harus didukung secara penuh. Kita apresiasi sekali upaya produksi Vaksin Nusantara ini sebagai langkah dalam ikut serta mengatasi pandemi agar segera berakhir,"" https://t.co/FmTjAR1TBX",Percaya,,,,,,
"Sebagai bentuk nyata dukungan, Rabu (5/5/2021),sy melakukan suntik Vaksin Nusantara di Gedung Cellcure Centre, RSPAD Gatot Soebroto. https://t.co/bveH4ymine",Percaya,,,,,,
"Saya mendukung vaksin Nusantara yang diinisiasi oleh Mantan Menteri Kesehatan, Terawan Agus Putranto.Saya berharap vaksin ini bisa membantu pemerintah dalam memutus penyebaran pandemi Covid-19.",Percaya,,,,,,
"LaNyalla melakukan suntik Vaksin Nusantara di Gedung Cellcure Centre, RSPAD Gatot Soebroto. ""Hasil karya anak bangsa harus didukung secara penuh. #LaNyalla #LaNyallaAcademia",Percaya,,,,,,
"Ketua DPD RI, AA LaNyalla Mahmud Mattalitti, mendukung vaksin Nusantara yang diinisiasi oleh Mantan Menteri Kesehatan, Terawan Agus Putranto. #LaNyalla #LaNyallaAcademia",Percaya,,,,,,
Sejumlah tokoh besar Indonesia hingga anggota DPR mulai berramai-ramai menjadi relawan vaksin nusantara. https://t.co/wjDpDW2qej #teknologi #gadget #tech,Percaya,,,,,,
"yang sudah suntik vaksin belum tentu kebal covid. Lah terus ngapain vaksin ya? sampe diancem akan kena denda jika menolak vaksin.

ada apa sih ini ?",Tidak Percaya,,,,,,
"vaksin Nusantara, sehingga vaksin hasil karya anak bangsa ini dapat terus didukung agar menjadi suatu terobosan baru dalam pengembangan metode vaksin di dunia yang lebih efisien, optimal, dan mampu dalam menekan kasus serta angka kematian akibat penyakit COVID-19",Percaya,,,,,,
"@sandyis5 Kalo baca sih katanya bisa utk varian virus yg baru..entahlah, saya pasrah disuntik vaksin mana aja siap..vaksin Nusantara ok, vaksin gotong royong juga siap..",Percaya,,,,,,
"Kabupaten Buleleng, Bali menerima pasokan vaksin covid-19 AstraZeneca sebanyak 50.000 dosis untuk suntikan pertama.   https://t.co/Pixn8eP96a",Percaya,,,,,,
@BPOM_RI Ini gmna urusannya! Kok diem seribu bahasa!! Urusan vaksin nusantara lu pada bacot &amp; galak bangett!! https://t.co/YKyPM6tYcC,Tidak Percaya,,,,,,
"Sama kayak politisi tiba-tiba klaim vaksin nusantara aman, misalnya. Bisa bilang aman itu dasarnya apa? Mereka pakar ilmu kesehatan aja bukan. Itu ya lompat pagar namanya.

Sama kyk situ yg bukan kapasitasnya nentuin artikel itu apakah bagus atau ndak buat muslim.",Tidak Percaya,,,,,,
@Cahkopl40415191 Gw sih memilih pake vaksin Nusantara semoga di 2022 segera terlaksana aamiin #cintailahprodukindonesia #stopasing,Percaya,,,,,,
"@kachigoshipo owalah iya gitu ya :') baru yg pertama get, aduh dah vaksin malah makin khawatir yah hahhaha",Tidak Percaya,,,,,,
"Vaksin takut, biarkan suami pancut dalam lepas tu tak jaga anak tak kisah pulak.",Tidak Percaya,,,,,,
"@jokowi Bapa mertua saya gk mau divaksin. Padahal vaksin semakin mendekat. Di puskesmas belio gk mau dtng. Pindah k kelurahan jg masih gamau.
Gk sanggup saya kasih motivasinya jgðŸ˜€",Tidak Percaya,,,,,,
"Lebih2 lagi pasal covid lah vaksin lah apa ni, kalau tak tau apa2 baik diam, jgn lah post benda bukan2 yg menakutkan2 org and buat org percaya",Tidak Percaya,,,,,,
Jadi dia fikir kita ni terima vaksin untuk lenyapkan diri sendiri ka? https://t.co/zjE7iA9Gp0,Tidak Percaya,,,,,,
"Belum lagi cakap dekat yang terpaling islam, 

Covid-19 &amp; Vaksin ni agenda yahudi la, dajjal lah, freemason la, illuminati lah, ape laaâ€¦ ayoooâ€¦ 

Belajar mendalam agama tu dah bagus, tapi yang peliknnya makin jadi bebal. https://t.co/RSfiVXthM8",Tidak Percaya,,,,,,
"Benda ni percaya, vaksin tak percaya.

Bodo https://t.co/qj81HaZrmy",Tidak Percaya,,,,,,
"dah la tak percaya vaksin, complain pulak lagi pasal pkp tambah lagi dengan sop kelaut. gg boss",Tidak Percaya,,,,,,
"@abdullahzawaw19 @HitsIndonesia_ @herry_wl Iya bro gw juga bingung, orang meninggal karena penyakit bawaan dibilang covid, giliran meninggal karena vaksin dibilang karena penyakit bawaanðŸ™ƒðŸ¤¸â€â™‚ï¸",Tidak Percaya,,,,,,
"@WayanTarumaneg1 Situ klo mau divaksin silahkan, gk usah nyuruhÂ² orang buat divaksin, klo situ yakin vaksin bisa meningkatkan imun dan kebal terhadap virus kenapa masih parno dengan orangÂ² yg gk mau divaksin? Logikanya klo situ sudah divaksin kan gk perlu takut sama orang yg gk mau divaksin",Tidak Percaya,,,,,,
"Semua salah Illuminati, Bill Gates, Yahudi dan DAP sebab letak microchip dalam vaksin! https://t.co/ntCa1bbrZH",Tidak Percaya,,,,,,
"Sekali lagi

Strategi herd immunity tanpa vaksin dan prokes 5M bukanlah omong kosong belaka https://t.co/R7PUHZwgYw",Tidak Percaya,,,,,,
"@kalirubun Kan gw bilang klo mau ningkatin imun atau kekebalan tubuh cukup dengan olahraga, istirahat yg cukup, konsumsi vitamin dan buahÂ²an, gk perlu vaksin kan #mybodymychoice orang boleh memilih mau divaksin atau tidak, anda klo mau divaksin silahkan",Tidak Percaya,,,,,,
"Bahkan dari 28 orang itu, tiga orang yang positif sudah menjalani dua kali vaksinasi

#PositifCovid19 #AcehTimur

https://t.co/sgDNu05z7q",Tidak Percaya,,,,,,
"Andi Mallarangeng Positif Covid-19 Walau Sudah Disuntik Vaksin
https://t.co/reHcz6M2pz",Tidak Percaya,,,,,,
"@detikcom DIBAYAR BERAPA SIH BRO NYEBARIN TERUS ISU ISU CORONA . SEBARIN NYA VAKSIN BEKAS , HOAX CORONA , KONSPIRASI CORONA . FITNAH FITNAH DAJJAL BIAR ORANG ORANG GAK DI BUTAKAN MEDIA . CIRI CIRI AKHIR ZAMAN BANYAK KEBOHONGAN KEPALSUAN !!!",Tidak Percaya,,,,,,
@alextham878 Dak mungkin ini orang mau vaksin pasti takut mati,Tidak Percaya,,,,,,
"Vaksin tak nak percaya, bomoh percaya pulak https://t.co/oqnCRz4c81",Tidak Percaya,,,,,,
Jadi guna n manfaat vaksin utk apa??? https://t.co/muegpIQNOp,Tidak Percaya,,,,,,
Bisnis vaksin ok juga nih setelah drive thrue test ðŸ˜‚ https://t.co/0y3QXoMlfk,Tidak Percaya,,,,,,
Indonesia dah jadikan Malaysia sbg contoh negara gagal dlm pengurusan Covid 19. Berguna lagi ke vaksin @Khairykj ? Sebelum ni kite berkokok kuat sgt mengatakan kite antara yg terbaik,Tidak Percaya,,,,,,
"Selain Pembekuan Darah, Vaksin AstraZeneca Juga Sebabkan Gangguan Imun https://t.co/K0xGFlAL0o",Tidak Percaya,,,,,,
@HamdaanLW825Ky @Dennysiregar7 @jokowi â˜ðŸ˜ðŸ‘»ðŸ¤£... Dia pasti belom di vaksin... ðŸ˜ðŸ¤¦â€â™‚ï¸,Tidak Percaya,,,,,,
Tai dah vaksin bikin badan aneh. Tau gtu nnti2 aja sumpah,Tidak Percaya,,,,,,
@blogdokter Vaksin emang ada yg aman?? https://t.co/pjTd4P1AB2,Tidak Percaya,,,,,,
Sy blm register seram lah nmpk ada yg meninggal after vaksin ðŸ¥² https://t.co/XmY6FAzc7e,Tidak Percaya,,,,,,
Rakyat hendaknya bersatu menolak vaksin karena tidak ada satupun pihak yang bertanggung jawab atas efek buruk vaksin. https://t.co/1PjGJZy9DG,Tidak Percaya,,,,,,
eh gimana mau berani abis baca efek vaksin astrazeneca wkwk,Tidak Percaya,,,,,,
done batal register vaksin. ini semua taik babi. https://t.co/WLOp8COL5j https://t.co/MeMFvmGHw3,Tidak Percaya,,,,,,
Perasaan kemaren beli vaksin sinovac â€œkaget ternyata expired bulan xxxâ€ KENAPA BISA KEULANG LAGI â€œbaru tahu vaksin astrazeneca expired bulan meiâ€ caPek gasi?????? INI NIH BARU YG BISA KALIAN BILANG cAnCeLeD,Tidak Percaya,,,,,,
"Timbul pula pro dan kontra mengenai keamanan vaksin COVID-19, terlebih terhadap vaksin COVID-19 yang digunakan di Indonesia, atau bahkan vaksin COVID-19 yang diproduksi di Indonesia.",Tidak Percaya,,,,,,
"@jokowi Buat apa pakai vaksin untuk virus yg sifatnya self limiting virus? Kurang lebih 15 hari, virus mati sendiri. Mending habiskan uang utk buat RS2 baru, tenaga medis baru, dan mesin ventilator baru..yg harus ditekan itu angka kematian bukan angka penyebaran pak..bapak anti korupsi?",Tidak Percaya,,,,,,
"Tetangga depan pintu abis vaksin opname  sekarang meninggal 
Ya allah ...",Tidak Percaya,,,,,,
"@geezie0o0 Seriuss takut bgtt, terakhir vaksin pas sdðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",Tidak Percaya,,,,,,
Beredar sebuah klaim di Instagram yang menyebutkan salah satu efek samping paling langka dari vaksin corona adalah infeksi herpes. #kumparanNews https://t.co/p8qmQXDJRh,Tidak Percaya,,,,,,
"boleh gak vaksin gaseh

gw takot disonteeeekðŸ˜­",Tidak Percaya,,,,,,
"@kompascom sedang bekerja?? ujungnya2 tetap bisa ketularan covid juga... vaksin odong2, ladang bisnis globalis farmasi!
sesuatu yang mubazir, dibeli pake uang rakyat, tekor, tapi covid tetap merajalela",Tidak Percaya,,,,,,
"Adanya Vaksin/Segala Obat Obatan Yang Bila Dari Ciptaâ€™annya ParaSetan Yang Mengandung BahanNajis/Haram, WajibTolak. Ketaui Adanya Hidup/Kematian, Ada Kematian/Hidup Untuk BergantiAlamKebenaran. Dan Ada Hidup/Kematian BergantiAlam JalurNeraka. TidakPerlu Vaksin Tidak.",Tidak Percaya,,,,,,
@wicikiwiw tp makin pusing kalo tdur wkwkwk ga mau keluar panas nya bukan kaya demam biasa mana ngilu semua tulang anjirrr jgn dh vaksin pakek astraa cuk,Tidak Percaya,,,,,,
Ikut vaksin ga ya :( ih demi gue takut wkwkwk,Tidak Percaya,,,,,,
"kenapa setiap mau vaksin tekanan darah selalu nyentuh angka 140, setakut itu buat disuntikðŸ˜‚ðŸ˜‚",Tidak Percaya,,,,,,
Orang kerajaan sendiri anti vaksin aduhai,Tidak Percaya,,,,,,
Alhamdulillah akhirnya kantor gue ada informasi terkait vaksin pribadi dan untuk anggota keluarga. Dikabulkan doa gue divaksin sebelum pada masuk kantor baru. ðŸ¥°,Percaya,,,,,,
"Uni Eropa sepakat memperpanjang kontrak untuk menyerap potensi 1,8 juta dosis vaksin Pfizer.
https://t.co/2nd8A7z6XC",Percaya,,,,,,
Vaksin dulu lah https://t.co/NKJd4VN4G4,Percaya,,,,,,
Soalnya lagi di vaksin ðŸ˜‚,Percaya,,,,,,
@arusbaik_id Ini ikutan seneng sih sama kedatanagn vaksin astrazeneca ini,Percaya,,,,,,
"@daydaydonat Sippp, rajin juga kamu vaksin ya sis",Percaya,,,,,,
Duh baru inget besok vaksin kedua.. semoga ga kaya yg pertama kemaren deh kan lagi puasa gabisa makan apa2ðŸ¥²,Percaya,,,,,,
"ðŸ¥¸: Nanti pas vaksin batal ga tuh puasanya?
ðŸ™Žâ€â™€ï¸: *langsung googling. Ini boleh kok kata MUI
ðŸ¥¸: Kok gampang banget ngeluarinnya. Halal ga tuh
ðŸ™Žâ€â™€ï¸: *dalem hati*. Ya kan MUI orangnya pake ilmu, mereka sekolah tinggi ga kaya kita yang cuma bisa googling. Rasa ingin ngegas weh",Percaya,,,,,,
"Vaksinasi kedua. Done. 

#vaksin #SVB #BUMN #AyoVaksin https://t.co/pXJmoigs2E",Percaya,,,,,,
"@arusbaik_id Gokil nih, ikutan seneng nih kalo kedatangan vaksin astrazeneca",Percaya,,,,,,
Gue tadi nemenin bokap vaksin di gbk terus seneng deh beneran helpful bgt orang2 yg ngarahin. Jelas dan cepet bgt ðŸ‘ðŸ»,Percaya,,,,,,
"Sebanyak 1,389 Juta Dosis Vaksin Siap Pakai Astrazeneca Kembali Tiba di Indonesia.

#UUCiptaKerjaPerkuatNKRI https://t.co/gIwbyT0sXI",Percaya,,,,,,
"@TimpalBali Gak tau nder, baru 2 hari vaksin pertama. Bayu e drop",Percaya,,,,,,
pengurus besar ikatan dokter indonesia memberikan dukungan terhadap pelaksanaan vaksin covid-19 https://t.co/bKDqVmmyH6,Percaya,,,,,,
vaksin aman dan halal untuk di gunakan https://t.co/jn0Be8i4zg,Percaya,,,,,,
besok aku vaksin ðŸ¥°ðŸ¥°ðŸ¥°,Percaya,,,,,,
"Efek vaksin di badan gue gini banget dah, dari awal vaksin pertama. Cupu banget akutuuðŸ™ƒ",Percaya,,,,,,
Lagi nngu antrian Vaksin :',Percaya,,,,,,
"Indonesia kembali kedatangan vaksin AstraZeneca untuk menambah stok vaksin yang ada. 
Sepakat TundaMudik https://t.co/YIgX5OIY0T",Percaya,,,,,,
Sejumlah perusahaan ini menyambut positif program vaksin gotong royong- OpsiÂ Flash https://t.co/DEdBYzZW4w,Percaya,,,,,,
Sejumlah perusahaan ini menyambut positif program vaksin gotong royong- OpsiÂ Flash https://t.co/IDoMSVXLHZ,Percaya,,,,,,
"Sebanyak 1,389 juta dosis vaksin siap pakai Astrazeneca kembali tiba di Indonesia.
Sepakat TundaMudik https://t.co/z43WjpMt8K",Percaya,,,,,,
"Sebanyak 1.389 juta dosis vaksin siap pakai AstraZeneca kembali tiba di Indonesia.
Sepakat TundaMudik https://t.co/hCX7s1acHF",Percaya,,,,,,
"Pemerintah Indonesia sudah menerima vaksin AstraZeneca total sampai Batch ketiga adalah 6 jutaan dosis.
Sepakat TundaMudik https://t.co/9AbgRDLitK",Percaya,,,,,,
"Total jumlah Vaksin AstraZeneca Batch ketiga ditambah kedatangan 6 Mei 2021 adalah 1.444.900 dosis.
Sepakat TundaMudik https://t.co/6JrwMr0cV0",Percaya,,,,,,
"Selain program Vaksin gratis, ada juga program vaksinasi Gotong Royong untuk membantu upaya pemerintah.
Sepakat TundaMudik https://t.co/vWJ4nKBJXL",Percaya,,,,,,
"Pemerintah bekerja keras dalam upayakan vaksin covid 19, sudah seharusnya masyarakat mendukung dengan patuhi prokes
Sepakat TundaMudik https://t.co/JszjtesiAb",Percaya,,,,,,
Ayo jangan lupa untuk vaksin demi melindungi kita dan keluarga.. Semangat semuanya dalam menghadapi pandemi ini. https://t.co/SyCS7rvRR1,Percaya,,,,,,
"Udahlah. Harusnya sekarang mah siapapun yang datang ke faskes untuk vaksinasi, berikan, daripada vaksin ready to use-nya pada kebuang. Ga usah kebanyakan kategori lagi. https://t.co/732buHtPvq",Percaya,,,,,,
Mantap dengan vaksin kita bisa mengakhiri pandemi dengan lebih cepat dan memulihkan perekonomian negara.. https://t.co/jB7jaPPqCc,Percaya,,,,,,
Vaksinasi ?? Kuylah.. Lebih bagus kalo sudah d vaksin tubuh akan semakin kuat melawan covid !! https://t.co/6Vea4mqGXZ,Percaya,,,,,,
@dmsfaris @radenrauf Bolehhh jangan lupa vaksin dlu wkw,Percaya,,,,,,
Indonesia bebas corona dengan patuhi protokol dan dukung program vaksin Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/ufH8ByfJG2,Percaya,,,,,,
"Vaksin itu gak sakit kok, malah bikin tubuh kita lebih kuat menghadapi covid Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/Hq3792k1v7",Percaya,,,,,,
mari kita peduli sesama dengan dukung program vaksin untuk keluarga tercinta Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/V7FjIrFteP,Percaya,,,,,,
"Sebanyak 1.389 juta dosis vaksin siap pakai AstraZeneca kembali tiba di Indonesia.
Sepakat TundaMudik https://t.co/IFbml6YxOT",Percaya,,,,,,
Jangan Patah semangat! pertahankan prokes dan dukung program vaksin sebagai upaya melawan corona! Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/5WPYuAcobR,Percaya,,,,,,
"@erna_st Cuma buat test aja.
Hanya jadi bahan percobaan fucksin",Tidak Percaya,,,,,,
Selamat pagi ... weekend tetep kerjaðŸ˜Œ disaat badan Masih Hangat setelah FucksinðŸ’‰ðŸ¦  https://t.co/anDnPLnXLF,Tidak Percaya,,,,,,
@erna_st Bukan karena fucksin.,Tidak Percaya,,,,,,
Efek Fucksin sudah mulai mereda,Tidak Percaya,,,,,,
Surat tanda fucksin sama tanda tes jadi syarat wajib perjalanan atau beraktivitas. Anjinggg banget dah. Dari awal juga sudah ketebak arahnya pasti kesitu ðŸ˜’ðŸ˜’,Tidak Percaya,,,,,,
@niattobat Iyanih biar sehat harus fucksin,Tidak Percaya,,,,,,
"@HitsIndonesia_ @rudeski83 @Jihan294 @FollScarlet @NesyaZhafira @anakpapua_ @FriskaDavina @Yuyunmaria3 @IkonPapua @n_akb31 Lu itu sebenarnya tau ga sih bahan untuk buat FUCKSIN??

Punya hp kan? Cari info lah, bahan kandungan fucksin. Lihat bahaya buat tubuh.

Udah jelas jelas ada kandungan ALUMUNIUM &amp; MERKURI nya

Lu itu yang sok tau
Buzzer bayaran. Cuma Koar"" NYEMBAH NYEMBAH FUCKSIN !!",Tidak Percaya,,,,,,
"@RestyCayaaah Bener inih gue se7, yg penting kita tetep jaga hidup sehat dan banyak berdoa pada yg maha kuasaðŸ™, gak usah takut gak dpt fucksin,gue jg gak minat sihðŸ¤­",Tidak Percaya,,,,,,
@SPlandemic paket tersedia yg mau fucksin https://t.co/nnFntbGcP2,Tidak Percaya,,,,,,
@SPlandemic bahkan fucksin bisa menghasilkan duit lebih banyak dari penjual motorðŸ˜‚,Tidak Percaya,,,,,,
@arifbsantoso @erickthohir @KemenBUMN @BudiGSadikin @KemenkesRI @PBIDI Pengen jalan-jalan sambil fucksin? Sudah ada paket hemat nya zheyenk https://t.co/zLJHiVge0g,Tidak Percaya,,,,,,
ini mrip dgn kondisi sy....jujur sy g mau di fucksin..... https://t.co/P0QZ36IBBx,Tidak Percaya,,,,,,
"Guru meninggal setelah difucksin.
Ini nyawa ndro...
Fucksin habis bisa dibeli, lah nyawa mo beli dimana ???.
Siapa yang tanggung jawabnya ???.",Tidak Percaya,,,,,,
