"Negara-negara Uni Eropa akhirnya resmi mengizinkan kedatangan turis asing ke negaranya mulai Juni 2021. Sayangnya, akses ini hanya berlaku bagi penerima vaksin yang disetujui oleh European Medicines Agency, yaitu Pfizer-BioNTech, Moderna, dan Johnson &amp; Johnson.

#BravaRadio https://t.co/GfrJCsbHCG",
"@ANI 350 Rs diye gye nhi inse local manufacturers ko, Pfizer ki baat kr rhe hai 😑",
@ANI Pfizer aur Moderna ko pta hai yeh udhaar me lelega phir bolega paise Modi se lelo,
"@bayangbabe Dari haritu i perati dia ni. Terpaling proactive. Terpaling ada initiative sendiri. Masa advising people about pfizer haritu pun, condenscending gila.",
@ANI @pfizer ke indemnity pe sign karega tu @ArvindKejriwal ?,
@K_Oswal bhaiya woh letter to dikhana jo moderna or pfizer ne likha hai @ArvindKejriwal,
Pfizer ke dalal Mr. Kejulal https://t.co/8D4WLVNwHW,
"@ANI Dekho aa gaya dalaal,pfizer aur moderna se commission kha kar. https://t.co/f1OTizRZ6y",
"@omfgitskeems @JKJAVMY nak tanya , boleh pilih ya samada nak pfizer atau AZ",
"""ada dalam ws dr pfizer dia cipta vaksin pfizer, dia sendiri bagitahu vaksin tu tahan dua tahun pastu meninggal""

astagaa kerja siapa pulak menyamar jadi dr pfizer 😭 yang buat vaksin pfizer tu bukan nama pfizer 😭 kadang ada teknologi canggih semua dihujung jari pun susah juga.",
"@EndangHyder @f4zlinda_hsn Other info tell to ayah friend, 
Pfizer : tahan lama
Astrazeneca: besar panjang
Sinovac: muda 20tahun",
Kalau appointment by mysejahtera tak semestinya comfirm dpt pfizer gais 😂,
Okayy sudah sampi untuk https://t.co/cJDlwW3BX6 dad dapat Pfizer.Sikit lagi nk settle.Ketiak dah lecak ni haaa https://t.co/dKOShVW97Z,
@shahrilizwannn AZ gap berapa lama ? Pfizer 3 minggu...effect 2nd dose seminggu jugak la sakit kepala + sakit badan 😄,
Alhamdulillah mak abah dah dapat first dose pfizer harini. Next papa dengan mek pulak,
"@fnajiha_ @lily_idris @JKJAVMY No changing of dates dan location, kalau dah book AZ..
Untuk Pfizer/Sinovac, tu boleh tukar tarikh. Sistem akan tukarkan kalau you missed.",
"Dijangka lebih ramai orang akan diberikan suntikan vaksin yang terdiri daripada Pfizer, AstraZeneca, Sputnik V, Modena dan lain lain sekali gus mampu mencapai nilai 80 peratus yang membentuk imuniti kelompok.

#Beritarakita",
"Dkt Mysejahtera mak gf sy tulis pfizer, tapi tadi cucuk sinovac https://t.co/dtJ4XIeDbj",
"@HanieHamz @Fahmibinhassan Bukan tak boleh yang lain. Boleh cuma data kesalamatan untuk selain pfizer tak ada lagi. Kalau nak vaksin boleh rujuk dr yg selalu jumpa, dan masa nak cucuk boleh tanya lagi sekali dr di pusat vaksin. Dg hisyam cakap “any vaccine that u can get first is the best vaccine” https://t.co/LSnSG3nW5C",
duk sibuk covid tu agenda yahudi tapi si PM Israel Banjamin Setanyahu tu pun ambil Pfizer,
@santeira laki dia pun percaya inject pfizer magnet boleh melekat,
"Pfizer man lageee dihas manila... 🤔🤔🤔
Dirinsa probinsya Astra..  Unsa mana. https://t.co/bNaUg2Ftfd",
"Today, ayah aku berumur 72 tahun terima dos pertama vaksin pfizer. ✨ 

 @JKJAVMY #LindungDiriLindungSemua
#GetVaccinated https://t.co/ES47laBm6E",
@khairul_hafidz Doc sorry. Utk yg ttc pon kena ambik pfizer sahaja ke?,
"@FaisRoza @HausofHilton Owh faham, Means walaupun my mum register for AZ slot yesterday, doctor can consider for pfizer ya? Base on my condition ya? Anyway thank you for the info, saya harap dapat dipermudahkan semuanya nanti.",
@_Seriouslyika Astra zeneca punya side effects kuat on the 1st dose je selalunya... Insha Allah 2nd dose nanti ok. Pfizer pula terbalik. Rest well and get well soon Velet! ❤️,
finally dapat pujuk mak abah 100% supaya daftar AZ memandangkan haritu both of them nak tunggu pfizer je,
"@MSazuanRazali @JKJAVMY Yg dia balas tu, awak lagi tak faham. JKJAV cuma nak highlight PPV ada banyak, sedang aktif. Yg AZ ni ada specific assigned locations sbb AZ tiada lagi dalam mainstream (Pfizer/Sinovac). Lagipun, tak semua lokasi boleh/nak agree to host.",
@Aldiiananda Pfizer udh ditawarin ke pemerintah tapi gatau kapan dateng. Efficacy nya paling tinggi plus effek samping nya minimal,
Temen thai ke nyc buat vaksin pfizer dong wkwkw,
"Early morning conversation dgn mysis in love..
Tanya dia after get injection astra pastu que untuk vaksin pfizer atau sinovac boleh x ek",
@izyanizzati Hrp2 warga kedah x percaya mak teh. Semoga mak teh tercekik nasi kandaq bersama2 dgn cerita dia. Sbb mak aku percaya mak teh 😭 mak ko dpt vaksin apa? Sinovax ke pfizer,
"Kalau lah Nilopak yang breastfeeding sekarang ni, nescaya tiba-tiba pfizer yang akan tersedia untuk all breastfeeding moms. Lol ok just a joke but seriously I’m tired",
@miramran Ok mcm mne nak save video ni? Hahaa nak bagi kat orang yg ckp Pfizer tu better,
@sitinanadhirah Maybe situ kan designated tuk AZ dan diorang langsung tak ada stok pfizer.sebab tu tak boleh bagi tu.opis kami dekat ppv biasa.yang xde ada spesel semua sinovac.yang ada problem kesihatan terus dapat pfizer.,
"Sarawak terima 1 juta dos vaksin Pfizer dan Sinovac setiap bulan bermula Jun - Dr Sim

https://t.co/Nn3BQavCMJ",
@RGVzoomin @DrFaucis1 @pfizer @BharatBiotech @Covishield Sir meru Naku chala inspiration me name na hand paina tatoo kuda untadi kani corona vala chala Mandi chanipothunaru Meru annadayya ne encourage cheyandi e oka vishayam lo public ke support ga tweets cheyandi government ne prasninchandi me kana  Dammu una mogodu enka putaleadhu👍,
Yihh babi stressnya. Uk keluar news sinovac tkde dlm list. Pastu acca nk cancel exam. Then aku ni struggle nk tahu vaccine apa dpt khamis ni. Kalau pfizer okay lh. Kalau sinovac?? Habistu aku nk fly balik macam mana 😭😩 kimak lh,
@sitinanadhirah @pojiepooh Opismate i semua yang breastfeeding dapat pfizer.setel dah second dose masing2,
Eh main pilih pilih vaksin pulak nak pfizer la tu la kau ingat icecream ke bangang,
"Dilaporkan Studi Public Health England (PHE) pada 5 April hingga 16 Mei, bahwa vaksin Pfizer 88% efektif melawan COVID-19 bergejala dari varian B1617.2 pada dua pekan setelah pemberian dosis kedua. #StayFitForLife https://t.co/RxD7c5GKpV",
PFIZER KE SINOVAC KE AZ KE SAMA JE SEMUA VAKSIN THE BEST VACCINE IS THE ONE THAT’S AVAILABLE BERAPA BANYAK KALI NAK KENA KASITAU SAMPAI PAHAM??????????!!!!!!🤬🤬🤬🤬,
@nabilahsyazwani Nanti boleh ambil pfizer. Galakkan people around u ambil vaksin,
@ikmlx Atok kau umur berapa? Atok aku 75 aritu 10 hb dapat Pfizer. 30 ni second dose. Dia daftar Mysj aritu,
Bukan arwah Haziq dpt pfizer ke? https://t.co/hzfYIZzT7b,
"@ainnsyth oo patutla, bagus la dapat vacc pfizer!!",
Demam tu cepat je recover. Jangan risau. Yang takut jarum tu.... aku tak tahu lah nak cakap hahahaha dari kecik badan ni dah dicucuk vaccine okie. So pedehal lah setakat pfizer ke az ke apa pun. Come on gang.,
"BENDA BERMAGNET BISA MENEMPEL DI LENGAN PENERIMA VAKSIN CORONA
Beredar unggahan memperlihatkan benda bermagnet menempel di lengan penerima vaksin yg mengaku ia telah disuntik vaksin corona Pfizer. Info tsb tdk benar. Lengkapnya di: https://t.co/ZNGzB1BoHg
#hantamhoaks #saberhoaks https://t.co/BEqf5rZLDX",
Ok sekarang ni aku kena educate diri aku kena percaya... apa yang nak berlaku side effect teruk ke tak tu semua izin Allah... vaccine ni salah satu tawakkal.. tapi tulah aku duk yakin dgn pfizer je kalau boleh pilih memang nak pfizer.. tapi keadaan skrg dah tenat..takleh pilih2😭,
Hello i ada cara nak ajak orang ramai to get their vaccine shots. Kita alimkan nama vaccine. Pfizer dengan khasiat habatussauda. Sinovac dengan khasiat ayatul kursi dibaca selama 30 hari 30 malam. AstraZeneca dengan khasiat kurma dicampur minyak zaitun. Omg why menteri tak fikir?,
@whidamalin Pregnant cuma pfizer so far dalam data yang kita ada.,
"gerammmm je aku dengan officemate aku ni. sabtu haritu dah dapat vaccine appt for pfizer, even umur dia baru 38. boleh dia skip vaccine, pegi mancing!!! pastu harini baru mcm menyesal. ketuk pale kang baru tau",
"EU benarkan tourists yang dah vaksin Pfizer, AZ dan Moderna.

China hanya benarkan tourists yang dah vaksin Sinovac je.

Hahahaha jem! 😅",
Kenapa AZ lagi laju &amp; cepat banding pfizer? https://t.co/o9rIfiGf9Q,
@Rafiqalias98 vaksin pfizer paling mahal pun x dpt cegah 100% https://t.co/pCEsGvRJh2,
@rafidah72 Ni kira darurat.. silalah berikan breastfed mother ambik.. kita boleh bg jaminan ke breastfed mother xkena covid smp Pfizer dtg xsampai2 lg,
Kalau nak tunggu pfizer bila nak dapat vaccine nya 😞 https://t.co/8BtG4TE2aX,
@AmirudinShari boleh tak rakyat nk request opt beli vaccine Pfizer dari kjaan selangor..willing to pay for my own n fmly,
Pak Lebai yang dah dapat Pfizer tak nak tolong promote vaksin ker? Atau Pak Lebai sendiri yang tak bagi rakyat ambil vaksin? https://t.co/1pJzp9hYpV,
"@atikah_yoon @gmxn_ @detectiveatikah Betul. Lain vaksin lain cara simpanan, lain suhu dan lain caranya. Macam pfizer perlukan ultra cold fridge untuk storage, tak semua tempat boleh supply, fridge jenis ini. Macam sinovac tak perlu simpan ultra cold fridge. Staff kkm juga sangat kurang, sampai perlu staff swasta.",
@wargaduniaaman @Fahmibinhassan Betul. Dkt situla org jd ragu2 dgn AZ sbb ingatkan ni mcm low class yg haa sape nak cpt ambikla yg ni dulu kalau x leh tunggu pfizer. Haa gitu.,
"Eh silap bukan AZ, Pfizer yang dia condemn. Sanggup tunggu vaksin dari China (Sinovac) tu 🙄 hmmm lantak kau lah nyah",
"@springbliss_jun A ah..buat masa sekarang, cuma 60+ keatas je bole apply....fasa2 pfizer pon still masih lagi utk warga emas (bcoz some of my colleagues’ parents ada baru dpt last week, dan ada belum dpt)..bukan dorang xnak, tp xkena panggil lagi..lambat sgt buat keje 🥲",
"Besok sebenernya vaksin sinovac, tapi ragu. 

Kemarin udh dijadwalin AstraZeneca tiba2 ditunda batch nya. Mau pake sinovac tapi efficacy nya paling rendah + belum diakui WHO/CDC. Pengen Pfizer, Indonesia belum beli. https://t.co/KuZuyjHqNs",
"that said, Pharmaniaga boleh supply Sinovac only. for AZ &amp; Pfizer, idk what company yg boleh.",
"Ya, data ada untuk Pfizer tapi ini TIDAK bermakna Astra-Zeneca atau Sinovac tidak boleh diberikan. Poster JKJAV pun dah menerangkan ""boleh diberi selepas konsultasi"". 

It is NOT a one way decision. https://t.co/xm2v91QD5Z",
"Nanti bila mutant Pfizer, mutant Sinovac  dan mutant Astrazeneca dah habis gaduh aku sebagai mutant Gamaleya Sputnikz akan kill steal semua dan takluk negara...",
"@diniedddd Untung laa dpt pfizer, kita golongan bawahan dpt biasa tu pon tak dpt2 lagi 🤣🤣",
"@nadzwareina Salam @nadzwareina i have another question. Cmne kalau kita dah tekan confirm semua but masa hari vaccine tu kita tak datang, adekah kita auto queue balik untuk pfizer / boleh book untuk other vaccine?",
@wafafabulous Kakkakaka jeles lebih sikit sbb i punya pfizer 😋😋,
Vaksin Pfizer dan AstraZeneca Efektif Tangani Covid India https://t.co/THEGExOScx,
@QueenPosisss Setakat ni Pfizer je untuk bf mom,
@RGVzoomin @DrFaucis1 @pfizer @BharatBiotech @Covishield Haldirams Corona Masala kosam...,
Kabar Baik! Vaksin Pfizer dan AstraZeneca Ampuh Lawan Covid-19 India https://t.co/yGOYBMAa3z,
@Fahmibinhassan Betul ke ibu mengandung dan menyusu bayi tidak disarankan untuk ambil vaksin AZ dan Sinovac? Khabarnya yang boleh diambil hanya Pfizer. Mohon pencerahan,
"Ya allah ramai rupanye officemates yg xnk vaksin, Stress nye 😫 lps tu klau nk vaksin nk yg pfizer sbb kata nk vaksin mahal, eh ala2 ni pun rse spesies dgr ckp org je ni. Tlg laaaa bukn nk kata pndai ke ape tp i’m more to baca papers n all so stress btl bila dgr bnda pelik2 ni 😫",
@pinkarmylust I’m done pfizer.. keraih kat umah hampir 2 taun dah,
Ingatkan mama dapat AZ rupanya Pfizer but my sis ckap dia ada hari2 dia 🥴,
"alhamdullilah dapat vaksin pfizer, kena tunggu doc call je! https://t.co/6BDDtsS8rC",
"fuhh, atok aku dah vaksin pfizer. baek ah",
@pfizer  akhir lab ayega re tu,
"@drzul_albakri assalamualaikum yb dr zul
kemusykilan ramai yg divaksin dgn sinovac. tak boleh tunai haji / umrah ka kami sbb arab saudi hanya iktiraf pfizer, moderna dan astra shj. kami tidak diberi pilihan oleh KKM. Tolong... ( belum terpilih. rayuan.)",
"@healmemoure Tu la tuu. Aku dah ckp ngn mak aku takyah tugu pfizer ke ape, mana cepat grab je dulu. Nasib dia ok.",
"@drzul_albakri assalamualaikum yb dr zul
kemusykilan ramai yg divaksin dgn sinovac. tak boleh tunai haji / umrah ka kami sbb arab saudi hanya iktiraf pfizer, moderna dan astra shj. kami tidak diberi pilihan oleh KKM. Tolong...",
"Tapi betul eh. Only Pfizer &amp; AstraZeneca yang boleh enter Arab Saudi for now lah. In the future, idk 🤷🏻‍♀️",
Umi ayah rezeki dapat vaksin harini 🤲🏻 settle cucuk pfizer 0.3cc 💉 semoga baik baik saja semuanya!,
"Cara2 nak educate parents yang tak nak ambil vaccine or parents yang reject AstraZeneca: 

Tell them nanti pergi umrah/haji, Arab Saudi only accept those yang dah vaccine with Pfizer or AstraZeneca.",
"I asked my father last night ""Papa tak dapat lagi kann tarikh for vaccine? Kalau depa bukak for AZ in Kedah, nak tak? Ka nak tunggu Pfizer jugak?"" he said, ""mana pun tak pa asal dapat vaccine"" i just know he's also worried bcs dia ulang alik Kedah-Penang",
"Vaksin Pfizer dan AstraZeneca Ampuh Lawan Virus Corona Varian India: Vaksin Pfizer-BioNTech dan Oxford-AstraZeneca sangat ampuh atau efektif melawan varian virus corona yang pertama kali ditemukan di India, menurut sebuah penelitian yang dilakukan Public… https://t.co/dm5mMh6bwV",
@syazwan_mazlan tak. dia cuma nak pfizer sebab bapak aku dah cucuk pfizer. ni dah berjaya pujuk cucuk AZ. lega rasa. mak pak hg camana?,
"@fahmizainal13 @Khairykj @my_sejahtera @JKJAVMY Aku pon next week baru dpt… tapi bukan pfizer, itu pon sbb ada ashma etc… buat balik assessment, kalau sihat mmg lambat",
"@amilah_md Pahang ni yang AZ pun tak nampak bayang bila, yang pfizer/sinovac pun entah bila. Frontliners sini pun ramai lagi yang belum dapat 1st dose",
"PM : awak dah ambik vaksin?

Saya : belum

PM : saya dah, 2 kali dah

Saya : saya yang Pfizer je tak ambik lagi, ketamin dengan heroin dah",
"Malas dah nak betah konon Pfizer ni untuk kayangan.

Malas dah nak betah konon semua frontliners dapat Pfizer je.

Bangang tak berpenghujung.

🖕🏼😌🖕🏼 https://t.co/tigeQ5RTl5",
"@fathiahyeop Takk sure, katanya pfizer atau az tapi mcm takkan pfizer. Pfizer ni mahal jugakk. Masalhnyaa, ramaii reject weyy",
@azhanase Yeayyy thanks hani! Sbb dgr kata pfizer dah habis... tapi mcm ragu2. Nanti updateeee tauuu hani 😘,
"One of world miracle is moderna vaccine available in Indonesia

Males w berharap. Apa lebih capek lagi yang udah divaksin sinovac ngarep dapat visa turis? 

The EU New travel Rules only Astra Zeneca, Pfizer, moderna 

Sinovac, sputnik V, sinopharm, johnshon bye ('__')/ https://t.co/oMDrO6CGlu",
"@YukieKaton @JKJAVMY Huda, ibu ngandung kena tggu pfizer",
Yang mana terima sinovac.nanti kalau dah boleh pergi oversea kena revaxx..banyak negara yang hanya terima AZ dan Pfizer je sebagai tetamu,
"Kesalahan:
1. ""tak perlu meroyan di twitter""
2. ""siap dapat pfizer""
rasanya tak perlu cakap kenapa salah, seluruh makhluk tuhan yang waras pun boleh fikir https://t.co/unx8aQ3LZL",
"@Bul_Niyaz @TrailorSmith @thisisNSS @agizo_jay Sari da.. thalapathy ya vanga sollu..

Vaai mattum daan vela seyudu..

Moderna varaga 

Pfizer varaga 

Apdi ipdi nu koovama.. edadu oru vaccine vangi thara solu da..

Maanila suyatchi.. solli solli 

Kadaisila Soothula punnachi nu mudinjiduchu",
@JarrNadjmuddean @MiraSueMZ @ChairmanGLC Pantai timur belah mana bang jarr? Parents aku kat kuantan semua dah complete 2nd dose pfizer.,
"@RGVzoomin @DrFaucis1 @pfizer @BharatBiotech @Covishield Inka cheppu.. Bendakaya, beerkaya, kakarakaya, kodikaya, mekakaya..",
itulah dulu ada kawan cakap kat aku lepas aku dapat vaccine: bestnya kau dapat pfizer (aku pun tak tahu nak cakap apa time tu 😬) https://t.co/R0KCDSV68r,
@RGVzoomin @DrFaucis1 @pfizer @BharatBiotech @Covishield Isaka isaka amuukuntunaru,
"@nratqah @leobooo Tah la wey benda ni tkleh nak paksa wey kang jdi lain kite plak yg disalah, tapi kalau aku aku paksa je mak aku tp dia tknk az dia nak pfizer hm",
"Please check on your parents &amp; grandparents. Yang 60+ tahun tu, bolehlah ambil AZ kalau Pfizer tak kunjung tiba tarikhnya. Double check their MySejahtera. Yang tak nak ambil, mintak tolong yakinkan betul-betul. They are very fragile, sometimes tak tahu daftar. Please be alert.",
@idzwa @Fahmibinhassan @REALFAFAU Pfizer ni vaksin mahal.. sebab tu untung sapa yg dapat..,
@leeanaeel Ni ofis register leen. Diorg bagi kat jabatan yg 2nd phase frontliner. Kitorg dibagi Pfizer.,
@dinesh_janga @RGVzoomin @DrFaucis1 @pfizer @BharatBiotech @Covishield Hi sir,
@badariahnabilah mungkin diorg dah dimomok kan dgn berita pasal vaksin ni kot.sebabtu mind set diorg cuma nak pfizer je.mungkin kau kena bg lg byk fakta dkt diorg pasal AZ ni,
Vaksinasi Covid-19 WNI di Amerika Gunakan Vaksin Pfizer https://t.co/KhhQ3CRgX8,
sembang dgn nurse td pasal bf moms kena denied cucuk AZ. dia kata dia cucuk pfizer haritu mlm je la anak dia ikit dedar sekali tp kejap je.,
@RGVzoomin @DrFaucis1 @pfizer @BharatBiotech @Covishield Sir Medical maafiya medha movie thiyandi sir,
@RGVzoomin @DrFaucis1 @pfizer @BharatBiotech @Covishield Morning hangover inka diginattu ledhu,
@RGVzoomin @DrFaucis1 @pfizer @BharatBiotech @Covishield Indha maadiri oru rooduuu 😅😂😅😂,
"Bila msa kedah AZ buka, dh lma register ayah umr 62 x dpanggil lg pon Pfizer ke apa2, https://t.co/JZOyBSJvsa",
@FadzilahMamat Itula.  Dah jadi was2. Apa2 pun saya lebih prefer Pfizer buat masa skrg.  Malangnya kebanyakan stok Pfizer hanya utk frontliner.,
"ahhh geram nya sis 😡
semua org pon nk vaksin tp sbb xde pilihan, bukan suka2 belum dapat.
pfizer untuk warga emas pon x setel lg, AZ kena tunggu slot. mmg nk rakyat mampus berjemaah agaknya 😤 https://t.co/Lgve4p5eS8",
#TIL antara kesan vaksin dos kedua Pfizer adalah mengantuk. Mengantuk mcm lepas kena ubat batuk. Macam lalok pun ada. Ada beberapa orang kolig dah down tengah baring. 😴😴 termasuklah saya.,
@eniinrl I think diorang sama je mcm orang lain yang bekerja. Semua orang pun contact dengan orang jugak haha. But to precisely give to them rasa mcm mehhh... banyak lagi orang yg lagi layak. Dah la dapat pfizer,
"Kalau orang kata dia nak tunggu juga Pfizer, tak nak astrazeneca, hangpa bagi yang ni.

#gengastrazeneca
#fightcovid19
#astrazeneca https://t.co/e1jRGSC6t9",
@wonpilemon AZ DO 😂😂 KAU CAKAP PASAL PFIZER KE GILA 😂,
@swad_shane Latest info memang kata tak sesuai tapi i nak consult dengan doktor dulu nanti before the jab. Nak tunggu Pfizer entah bila lah Swad.,
@fadzliJamal Side effect ada? Atuk ko dpt pfizer?,
@rafiqhamustaffa I thought ibu ibu tak boleh AZ tapi pfizer?,
@AsnawiKamil Sian pfizer orang tak sebut nama dia betul2,
"@fareezropi Kalau vaksin AZ pun tak ramai nak isi slot dia, takut nanti vaksin Pfizer &amp; Sinovac bakal ada masalah yg sama. Biasanya post bohong pasal kesan side effect vaksin ni pukul rata semua jenis vaksin. Dia tak tertumpu pada AZ semata-mata.",
