Tweet,Nilai,,
Indonesia dah jadikan Malaysia sbg contoh negara gagal dlm pengurusan Covid 19. Berguna lagi ke vaksin @Khairykj ? Sebelum ni kite berkokok kuat sgt mengatakan kite antara yg terbaik,Tidak Percaya,,
@shafiqafitri Ni paling bahaya. Rasa mcm nak rejam je diorang ni. Antivax punya fake news dah viral kat group whatsapp/FB sampai ayah aku takut nak ambik vaksin.,,,
"Mne tk nk amik vaksin, culik sekor2, terus cucuk 😌. https://t.co/KLGTtv8Q2O",,,
besok aku vaksin 🥰🥰🥰,Percaya,,
"Lakonan lelaki ini suntik vaksin bikin berdekah, “Setepek kena…” - https://t.co/rTpS99py2F https://t.co/C0Z2vVyIfD",,,
🤣🤣🤣🤣🤣....tusuk pake jarum bekas vaksin Jang... https://t.co/wd9NzaFyQs,,,
Omg vaksin tu harammm tinggal solat tak berdosa pulakkkkk ya Allah😭😭 https://t.co/usaf9y2wsG,,,
Beli baju baru semalam semata-mata nok pakai untuk cucuk vaksin. Kan semangat tu. Haha @AbangUpin66 @ApulYo @haziqfahmi17 https://t.co/a33IdVC1kG,,,
"@nyet_nyetz Woyy, dia udh ngantri komisaris masih ngantri vaksin apa? 🤣🤣",,,
"@RaziAriff @marcaqil @f4kr0ls00d @DGHisham Covid ni dah setahun bang. Setahun ni full house ke ICU bang? Sebab baru full la sebab tu suspected in vaksin.
Vaksin baru,

ICU penuh pun baru.

Kebetulan?
Takkan kut. Kan? 😏",,,
"@TimpalBali kalau bisa sama. karena jatah vaksine semeton sebenarnya di drop di tempat yg ditunjuk pertama. klo vaksin kedua di tempat lain, nanti ngambil jatah orang ton.",,,
@gramynesia Lu di vaksin?,,,
Tengah borak dengan Ibu pasal vaksin tetiba KKM call suruh datang untuk cucuk vaksin.,,,
@Dennysiregar7 Kalo utk vaksin ngga apa2 kalee.😟,,,
"@roses_man @greypunch @Burungbalam_ @RatuWuri Sebenernya teknologi 4.0 ini om, tapi mesti kejar target seblom bulan puasa kelar, kan data diri udah di pegang, tinggal kirim, kelar dah rakyat +62 di vaksin semuanya, mau yang covidsmart atau covidiot....ngoaahahahahahahah",,,
@TimpalBali Aku udah 2x vaksin di 2 tempat yg beda. Asal jenis vaksinnya sama ya nder,,,
"Vaksin ni kalau dia ltk cip dlm bdn kau pun, kau dgr arahan dia ke ? Arahan Tuhan pun kau tk ikut. Inikan pula cip vaksin 🤭",,,
"@liputan6dotcom @susipudjiastuti Lah, emang kl udah vaksin flu, ga bakal kena flu seumur hidup? Ya kena kena aja coy",,,
@HausofHilton @NadiahNajwa_ Ayah saya hidap penyakit jantung dan asma. Boleh ayah saya ambil vaksin?,,,
"Efek vaksin di badan gue gini banget dah, dari awal vaksin pertama. Cupu banget akutuu🙃",Percaya,,
Lagi nngu antrian Vaksin :',Percaya,,
"Selain Pembekuan Darah, Vaksin AstraZeneca Juga Sebabkan Gangguan Imun https://t.co/K0xGFlAL0o",Tidak Percaya,,
jarang2 aku post kat twitter. but nak cerita my pengalaman ambik vaksin AstraZeneca. camne orng buat.... this is a thread...? sksksksksks https://t.co/2zEf2uDTh0,,,
"@greypunch @IhsanYustiawan @Burungbalam_ @RatuWuri Terima vaksin online doang...
Hahaha",,,
"Indonesia kembali kedatangan vaksin AstraZeneca untuk menambah stok vaksin yang ada. 
Sepakat TundaMudik https://t.co/YIgX5OIY0T",Percaya,,
Sejumlah perusahaan ini menyambut positif program vaksin gotong royong- Opsi Flash https://t.co/DEdBYzZW4w,Percaya,,
Sejumlah perusahaan ini menyambut positif program vaksin gotong royong- Opsi Flash https://t.co/IDoMSVXLHZ,Percaya,,
Apa perasaan dah lengkap dua dos vaksin ye? Hmmm,,,
Saya cuma nak share yang saya sudah fully vaccinated. Dan saya doakan untuk semua kawan-kawan plhiv di sini juga akan dapat menerima vaksin dalam masa terdekat. Happy Sunday semuanya. 😃 https://t.co/PIluZx67UJ,,,
"Sambil baring sambil terfikir tentang keadaan sekarang. Umat islam sibuk berpecah dek kerana vaksin dan antivaksin. Semua sibuk menyalahkan lawan masing-masing. Sabar lah orang Islam, Allah jadikan kita berbeza pendapat bukanlah untuk kita berperang sesama sendiri macam ni.",,,
"Ayah yang nak inject, aku yg nervous ni. Ya Rabbi. Permudahkan lah semua yang nak terima vaksin. Jadikanlah semuanya lancar. https://t.co/bJDTrYaUNM",,,
@bodoamatbee @kang_adiii @Elevaleva @profatitty @lagilagi_in Gak mungkin org kecamatan gak tau ada tenda konser yang gede. dikira vaksin masal kali ye,,,
"Masa nak PRU kemain ahli politaik naik helichopper, tar balik jalan... buat jalan baru kalau jalan tu jalan tanah merah...suh sokong dia.... 

Dah ni, org nak amik vaksin langsung tiada pertolongan dihulurkan. Mampus lah dengan seksa korang yang hipokrit dan menipu rakyat. https://t.co/3I4dZpSJ39",,,
@JKJAVMY Hai admin tolong check dm boleh? Saya  dapat mesej appointment vaksin harini tapi tak dapat apa2 notification dari my sejahtera. Saya kena pergi je ke atau macam mana? Sebab saya kira senarai menunggu 😅,,,
geram betul dengan orang yang sebar benda bodoh pasal vaksin dekat fb ni. dah satu hal aku kena fight dengan mak aku pasal vaksin,,,
"3. Jika sedang dirawat untuk sebarang penyakit seperti penyakit saraf dan sebagainya, sila bawa supaya doktor dapat sahkan bahawa ubat anda selamat untuk vaksin.
4. Pakai baju yang selesa &amp; mudah dibuka/dedahkan bahu.
5. Pastikan anda bertenang supaya mudah kerja jururawat/doc.",,,
@Alia_Syuhada Sehari ja aku demam. Sehari lepas vaksin tu,,,
"""tahu tak ini semua strategi new world order buat vaksin sejak dari dulu lagi""

""sumber mana bro?""

""youtube, fb pak abu dan labu labunya""

😭😭😭😭😭👍🔥",,,
@sirkulangka17 @marcaqil @f4kr0ls00d @DGHisham Vaksin baru jer lagi. Tuan dakwa ramai kat ICU sbb vaksin.,,,
"Thanks God, guldar steven 96 jd sehat normal, sdh vaksin pencegah 6penyakit, 2bln kedpn vaksin lagi, telinga ka-ki dicek jg ada jamur jd perlu di bersihkan, hrs mkn minyak ikan utk kulit steven krn gampang memerah. 🙏🐶",,,
@HausofHilton Mslhnyer doc perolehan vaksin kite dr gov is so slow.,,,
"#cucukaz 
1. Sila sampai awal supaya tak terkepot-kepot mencari pintu masuk.
2. Bawa pen sendiri supaya boleh terus isi borang pengakuan ambil vaksin. https://t.co/KSDtttPm8D",,,
"Pemerintah terus mengupayakan keamanan ketersediaan vaksin di Indonesia yang sudah mencapai 75.910.500 dosis vaksin.
Sepakat TundaMudik https://t.co/moEjZ6UYYF",,,
Tok aku sekolah tak habis pun relax ja pi cucuk vaksin. Hang mengaji sampai uni duk jadi antivaxx. Cincau!,,,
"Ingat !!!
Pemerintah terus berupaya Mengamankan ketersediaan vaksin di Indonesia, yang mencapai 75.910.500 dosis vaksin..
Sepakat TundaMudik
 https://t.co/uzlpMD3BRZ",,,
aku baru habis vaksin we... lemes aku... tolong la kalau antar paket tu wa la... ini katanya udah dikirim pas aku cek ga ada di bawah tv... terus aku chat call center belum dibalas capek wee... serius....,,,
Apende anjai ckp amik vaksin ni agenda who. Aduhmak tiktok melayu ni betullah. Kau tu kerja dhla malas buat apa Who nk kawal kau?,,,
"@ninazamhari almost 3 months register.. sik juak dapat vaksim, tok mudah beli vaksin belakang chong chu kelak. murah pun murahhhhhhhhh",,,
Bos cakap banyak gila ya vaksin bazir dekat kelantan. Sebab penerima tak hadirkan diri. So hospital call random orang untuk masuk list standby tiap hari untuk datang suntik. 🥺,,,
"Harusnya yg punya komorbid gak boleh divaksin

Makanya pak Terawan bikin vaksin Nusantara kan itu aman utk yg punya komorbid 😬 https://t.co/I68I02Itlx",,,
"Sebanyak 1,389 juta dosis vaksin siap pakai Astrazeneca kembali tiba di Indonesia.
Sepakat TundaMudik https://t.co/z43WjpMt8K",Percaya,,
"Presiden @jokowi : begini seharusnya kita, rakyat Indonesia disiplin Prokes, pemerintah upayakan Vaksin.
Sepakat TundaMudik https://t.co/bZgv1UoC10",,,
"Presiden @jokowi : begini seharusnya kita, rakyat Indonesia disiplin Prokes, pemerintah upayakan Vaksin.
Sepakat TundaMudik https://t.co/IcMLoPo6HL",,,
@TimpalBali gak tau.nder. mare ibi vaksin pertama. lengen pegel,,,
"India 4.000 Meninggal, AS Harus Ekspor Vaksin https://t.co/A789jYrb72 via @rri.co.id",,,
Kita kan darurat. Tak boleh ka wajibkan semua orang vaksin. No excuse. Semua rakyat auto register. Kata tengah perang! https://t.co/JPm8SHxmxG,,,
"@glrhn Bener.. kemarin kantor saya dapat jatah vaksin, eh banyak yang nggak mau divaksin, sedang di luaran banyak masyarakat umum yang nunggu tanpa kepastian kapan jatahnya.",,,
"ee bodola. awal semester dua haritu aku fikir bila negara dah mula ada vaksin, shpuld be by jun dah elok lah, boleh back to normal. apa benda ni babi? tanak internship aku wfh 🤬",,,
"@TimpalBali tempat beda sih boleh2 aja kayaknya, yg ga boleh itu beda vaksin",,,
@ninazamhari ada duit boleh jalan 😂 kmk tok essentials pun lom ada vaksin,,,
"Sebanyak 1.389 juta dosis vaksin siap pakai AstraZeneca kembali tiba di Indonesia.
Sepakat TundaMudik https://t.co/hCX7s1acHF",Percaya,,
"Pemerintah Indonesia sudah menerima vaksin AstraZeneca total sampai Batch ketiga adalah 6 jutaan dosis.
Sepakat TundaMudik https://t.co/9AbgRDLitK",Percaya,,
@TiaraPuttrii Alhamdulillah masih beban Negara jadi belum kebagian Vaksin. Jadi belom boleh kenalan dong ini? Wkwk,,,
@TimpalBali Katanya harus sama tempatnya nder. Kalo beda takutnya vaksin yg dikasi beda jg,,,
"Total jumlah Vaksin AstraZeneca Batch ketiga ditambah kedatangan 6 Mei 2021 adalah 1.444.900 dosis.
Sepakat TundaMudik https://t.co/6JrwMr0cV0",Percaya,,
"Selain program Vaksin gratis, ada juga program vaksinasi Gotong Royong untuk membantu upaya pemerintah.
Sepakat TundaMudik https://t.co/vWJ4nKBJXL",Percaya,,
"Pola kerja Vaksin Covid. 

Damailah Indonesiaku https://t.co/XenLRoV2T5",,,
"tweet suruh buka pusat vaksin hari cuti, buka sampai malam, memang senang. sbb tweet je. nak laksanakan tu susah. staf tak cukup rehat boleh buat stress, kemalangan masa balik kerja. staf kesihatan bukan robot.",,,
Bangke emang ini yang temen2 privilege udah pada dapet vaksin kita kapan ya,,,
"@aswaliaaa best kan orang tua dah dpt vaksin? dah tak payah risau dah, tengok kes naik pun boleh relax sikit.",,,
"/kle numpang tanya semeton, vaksin pertama sama kedua tu benernya boleh beda tempat atau engga ya? Siapa tau kalian ada yang tau, makasihh",,,
"Staf kesihatan sangat terbeban sekarang. Kes covid bertambah. Kes bukan covid macam kemalangan, sawan, asma, kencing manis tak berkurang ya. Nak jaga pesakit lagi, nak urus pusat vaksin lagi. Ada yang kena kuarantin sebab kontak rapat, ada yang tertekan sampai diberi cuti,",,,
Alhamdulillah ayh dh dpt 1st vaksin haritu. Xterpedaya dgn makcikpakcik bawang kt wasap. https://t.co/DF8bCTNSql,,,
"Yao vaksin, lindungi diri, lindungi keluarga. 

Damailah Indonesiaku https://t.co/Kb2Lv4nKEa",,,
Dah vaksin pun tak dapat balik kampung,,,
@jeliwis Lg demam efek vaksin kemarin tp ttp aja ga ada lemes2nya,,,
"@midnightskydk Itu juga gara"" dosennya harus vaksin kedua makanya ga ada kelas",,,
"Presiden @jokowi : begini seharusnya kita, rakyat Indonesia disiplin Prokes, pemerintah upayakan Vaksin.
Sepakat TundaMudik https://t.co/mRqxyngU8g",,,
"@e100ss Pkl dan pembeli di Taman pinang gak peduli prokes.. kerumunan, tanpa masker, dibiarin aja🤭🤭🤭Sedangkan antrian Kakek Nenek vaksin di GC ada distopin, karena kerumunan😁😂😅#gagalpaham",,,
Tahniah dah amik 1st vaksin. berjaya yakinkan mak suh amik jgn percaya propaganda makcik2 wasap 😂 https://t.co/5AW8iA95f7,,,
@mieja_ibrahim mmg pernah archieve 0..dan mungkin perkara yg sama jugak akan jadi balik macam skrang selagi ramai org x de kesedaran ttg vaksin,,,
"Pemerintah bekerja keras dalam upayakan vaksin covid 19, sudah seharusnya masyarakat mendukung dengan patuhi prokes
Sepakat TundaMudik https://t.co/JszjtesiAb",Percaya,,
"Waktunya sales vaksin untuk menjawab, monggo.
#MudikAsik
#CuekinCorona
#PeoplePower https://t.co/xjYplcuv9g",,,
@AdibahOj @pedoqpop @takterqyira Minah palatao. Sub con semua mana ada vaksin. Dekat rig jumpa semua jugak. Double standard.,,,
Ayo jangan lupa untuk vaksin demi melindungi kita dan keluarga.. Semangat semuanya dalam menghadapi pandemi ini. https://t.co/SyCS7rvRR1,Percaya,,
Cont.. war war kan pada orang supaya jgn amik vaksin sbb aku ada effect. Amenda tah. Jgn buat kecoh la benda takde apa.,,,
"Udahlah. Harusnya sekarang mah siapapun yang datang ke faskes untuk vaksinasi, berikan, daripada vaksin ready to use-nya pada kebuang. Ga usah kebanyakan kategori lagi. https://t.co/732buHtPvq",Percaya,,
Mantap dengan vaksin kita bisa mengakhiri pandemi dengan lebih cepat dan memulihkan perekonomian negara.. https://t.co/jB7jaPPqCc,Percaya,,
"@hoshingiie Bukan buat vaksin sih, kek emg acara pemerintahan gitu cm gajadi diambil tapi emg katanya ya mayan",,,
"@TiadaIzzat @anakdragun @sayaokayke Cikgu hadap hari2 ""orang"" tu anak2 kecil yg berisiko tinggi ya.ada pengalaman ke ajar anak2 sekolah rendah SOP pandemik?kenapa tak utamakan vaksin utk cikgu sebelum bagi industri lain?",,,
Vaksinasi ?? Kuylah.. Lebih bagus kalo sudah d vaksin tubuh akan semakin kuat melawan covid !! https://t.co/6Vea4mqGXZ,Percaya,,
@dmsfaris @radenrauf Bolehhh jangan lupa vaksin dlu wkw,Percaya,,
"@SPlandemic Yg bertanggung jawab adalah pihak keluarga dan pasien sendiri.
Kenapa? Karena siapa yg membuat keputusan untuk mau menerima suntikan vaksin, dialah yg bertanggung jawab.

Semua tindakan medis juga begitu, makanya diminta persetujuan dulu sblm diberi tindakan.",,,
bapak @ridwankamil sim kuring hoyong di vaksin atuh pak nepi kabawa mimpi ieu punten pisan pak 😞😞😞,,,
"Dah terima vaksin tu senyap sudah la. Siap keluarkan statement fighter la. Macam fight penyakit memberbahaya pula. Kalau banyak cekadak macam ni, baik takyah amik vaksin dari awal. Dah dapat vaksin memekak pula. https://t.co/Uyh1eYaiDl",,,
"Soklan paling kerap ditanya,lps cucuk vaksin bole mandi ke dr? Bole kena air ke dr?",,,
Vaksin yg mana dok? 👀 https://t.co/quK8NUBBKy,,,
"@MommaBear0716 Ya, andai pandemi ini memang nyata sayapun yakin herd immunity by nature sudah terjadi.
Kenapa mesti vaksin? Biar HI tadi berantakan lagi.",,,
Indonesia bebas corona dengan patuhi protokol dan dukung program vaksin Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/ufH8ByfJG2,Percaya,,
"Vaksin itu gak sakit kok, malah bikin tubuh kita lebih kuat menghadapi covid Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/Hq3792k1v7",Percaya,,
mari kita peduli sesama dengan dukung program vaksin untuk keluarga tercinta Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/V7FjIrFteP,Percaya,,
"Sebanyak 1.389 juta dosis vaksin siap pakai AstraZeneca kembali tiba di Indonesia.
Sepakat TundaMudik https://t.co/IFbml6YxOT",Percaya,,
Jangan Patah semangat! pertahankan prokes dan dukung program vaksin sebagai upaya melawan corona! Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/5WPYuAcobR,Percaya,,
Vaksin bekerja sebagai pelindung tubuh yang melawan virus covid Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/pErmsYHttB,Percaya,,
Mari kita tanamkan pedulian kepada lingkungan sekitar kita dengan mengdukungi program vaksin covid Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/97ltR7CLff,Percaya,,
"Sebanyak 1.389 juta dosis vaksin siap pakai AstraZeneca kembali tiba di Indonesia.
Sepakat TundaMudik https://t.co/cDJ1l5pgXJ",Percaya,,
"pembuatan vaksin dibutuhkan ketelitian dan usaha yang keras, jadi untuk penggunaanya sangat aman Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/eX7iVHDWCD",,,
"@txtdrpemerintah Tandai mukanya jgn pilih lagi. Enak aja mewakili rakyak kok bagian yg enak enak doang. 

Bagian kesehatan rakyat blm kebagian eh yg jadi wakil harus paling utama. Vaksin contohnya.

Sekali kali mewakili kena cvd nya kek.",,,
"Bukan hanya Indonesia Covid juga sudah menghancurkan dunia, mari kita lawan dengan vaksin Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/hGz02Wfd7g",Percaya,,
Indonesia bangkit dengan vaksin lawan covid Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/9hLOOibpkO,Percaya,,
"Main quest raptor pas udah mau kelar tiba2 dipanggil masuk ke bilik vaksin, pas keluar ngecek udah disuruh ulang lg.... 

/mendadak unmotivated/",,,
"@ashknrhmd Amik vaksin salah satu usaha kita nk cegah penyakit. Ikhtiar. Kalau dah Allah kata ajal kita walaupun amik vaksin, at least kita dah ikhtiar kan? Huhu semoga dipermudahkan kin!",,,
"Terpulang lahhhhh nak vaksin ke tak nak vaksin tuuu..nanti kalau dah kena simptom teruk,tolong jgn dtg hospital naaa..g mati sorg2 kt rumah tuuu..Entah2 org pun tak mau dtg kebumikan.. illuminati2, dajal kepala hangguk hang lah",,,
@intisari929 Udh dijelasin punya penyakit bawaan maksudnya apa dipaksa vaksin?toh di vaksin juga percuma resiko tertular masih ada.,,,
@eykahamasuba Jap kalau bekerja dlm bunei boleh dpt vaksin jgk ka?,,,
"Polemik pertanyaan-pertanyaan yang dilakukan @BKNgoid dalam TWK @KPK_RI sepertinya Dewan Pengawas bisa melihat ada ""Grand Design"" pelemahan KPK oleh para pengiat Korupsi.

Siapakah mereka? mungkin 
Penjahat #Bansos
Penjual #Vaksin
Penipu #TanahSumberWaras",,,
"Pemerintah Indonesia sudah menerima vaksin AstraZeneca total sampai Batch ketiga adalah 6 jutaan dosis.
Sepakat TundaMudik https://t.co/M6JolwEgIR",Percaya,,
So.. Takut vaksin tapi tak takut covid?? https://t.co/anWu8rW4ds,,,
Vaksin bikin gabisa ke warkop tailah,,,
"Agen Perjalanan di Thailand Tawarkan Wisata Vaksin Covid-19 ke AS, Apa Itu? https://t.co/3y7wee6VD8",,,
"Pemerintah Indonesia sudah menerima vaksin AstraZeneca total sampai Batch ketiga adalah 6 jutaan dosis.
Sepakat TundaMudik https://t.co/2gVyz30p45",Percaya,,
"vaksin untuk kebaikan indonesia juga untuk global, mari kita bersama masyarakat dunia dukung program vaksinasi! Sepakat TundaMudik Tetap Waspada Covid 19 https://t.co/SY1zY5xCh4",Percaya,,
@HamdaanLW825Ky @Dennysiregar7 @jokowi ☝😝👻🤣... Dia pasti belom di vaksin... 😝🤦‍♂️,Tidak Percaya,,
"@501Awani @IsmailSabri60 so yg nak iringi ibubapa wargaemas utk Vaksin 2nd dose, yg perlu rentas negeri masih boleh dapatkan permit PDRM kan? Risau dah ni.. @MKNJPM @KKMPutrajaya @Khairykj",,,
"Secara keseluruhan, total vaksin AstraZeneca dari jalur Covax atau jalur multilateral yang telah sampai dan tiba di Indonesia adalah sejumlah 6,41 juta dosis vaksin jadi. https://t.co/niOk1oSHwX",Percaya,,
Tai dah vaksin bikin badan aneh. Tau gtu nnti2 aja sumpah,Tidak Percaya,,
"Ngebonceng mama, pas mau naik, megangnya lengan bekas vaksin. Mantappu",,,
@arrabellax Lagi vaksin ya kak?,,,
"Belum lama beberapa tahun lalu di Depok ada orang-orang ga percaya difteria. Ga mau vaksin.

Cilaka. Depok kena wabah difteria, penyakit yg seharusnya sekarang langka.

Yang ga percaya difteria sudah siapkan RS khusus orang-orang yg tak percaya lengkap dg IGD sampai ICU?",,,
@ikmmal_ Bukan sbb gaji tak sebesar oil n gas. Cuma negeri Sabah tak bergantung pada retail utk generate Electricity. Bergelap pulak rakyat negeri tu. Nak buat mcam mana. Sabar jela apply utk vaksin mcam biasa. Yg potong Q tu jawab kat sana esok².,,,
"Total jumlah Vaksin AstraZeneca Batch ketiga ditambah kedatangan 6 Mei 2021 adalah 1.444.900 dosis.
Sepakat TundaMudik https://t.co/NJRz6FeEp7",Percaya,,
"#geneva Varian Covid-19 yang menular di India mungkin lebih mudah berjangkit dan kebal daripada vaksin, menurut ketua saintis Pertubuhan Kesihatan Sedunia (WHO).
https://t.co/cLTrcLgwqN",,,
@iinoowss iya sekeluarga besok disuruh vaksin,,,
Duduk hasut orang jangan ambik vaksin. Minum air zamzam je lawan covid. Seriously? Nak kena tampar ke macam mana ni?,,,
"Total jumlah Vaksin AstraZeneca Batch ketiga ditambah kedatangan 6 Mei 2021 adalah 1.444.900 dosis.
Sepakat TundaMudik https://t.co/hYgOvJuYM5",Percaya,,
