Tweet,Nilai,,Percaya,,Tidak Percaya
"Aku malah tertarik sam cara kerjanya vaksin, bukan asal vaksin. 
Memang gak bis dikesampingkan asal vaksin, sumber daya dan peneliti tuh penting banget. Tapi aku lebih tertarik ke proses kinerja vaksinnya tuk membentuk antibodi. https://t.co/ASorQzPCTO",,,,,
Gaskeunnnn... mumpung vaksin impor juga kosong https://t.co/kZqEtQ8Btk,,,,,
"Ayo bersama kita lawan pandemi ini. Siap divaksinasi saat vaksin siap!

#TakKenalMakaTakKebal
#IndonesiaBangkit",Percaya,,,,
"@thearuum Karena ada efek samping penggumpalan darah pada wanita usia 60 thn ke bawah mbak.
Gejalanya bisa muncul sampai dgn 2 minggu setelah vaksin.",Tidak Percaya,,,,
"Ketua Satgas COVID-19 IDI, Sebut Vaksin Nusantara Ada Keganjilan https://t.co/fDLNl4Ngb4",Tidak Percaya,,,,
Bekalan vaksin melebihi individu berdaftar .Adoiii banyak sembang.Dah la slow giler nak bagi Vaccine.Boleh tak cepat sikit.Lembs 😑 https://t.co/4fjTxPiTIF,,,,,
"ex menkes Terawan vs IDI (Ikatan Dokter Indonesia) rasanya bukan kali ini aja yg kontroversial. toh sblmnya ttg konsep terapi cuci otak jg di kritik abis abisan sm IDI. apalah jugaaa itu skrg vaksin nusantara, BPOM aja ndak setuju apalagi IDI. duhkah aneh aneh aeee",Tidak Percaya,,,,
"Ternyata dapet jatah vaksin, tapi lagi hamil hmmmmm",,,,,
@Korem084Bj Assalamu'alaikum. Mohon tanya apakah info yg beredar di whatsapp terkait pendataan dan pelaksanaan vaksin adalah benar? Apakah semua usia bisa mendaftar seperti sy misalnya. Terima kasih https://t.co/Vy3klWk6MH,,,,,
"@leksa @yunartowijaya Iya, gak usah repot2 terganggu dg nama, biar aja. Soal ""nama"" bisa debat kusir nanti, woles aja.

Gak ada hukumnya juga melarang, wong diracik di Indonesia.

Abu Rizal Bakrie, Dahlan Iskan &amp; bnyk mantan pejabat &amp; konglomerat suka produk vaksin dr. Terawan, biar aja.",,,,,
"Vaksinasi Intramuscular dianggap tidak membatalkan puasa karena tidak masuk lewat rongga badan yang terbuka. Vaksin tidak dianggap sebagai makanan atau minuman, vaksin aman.",Percaya,,,,
"@Nefertitefitriy jadi nggak kuatir deh, kalo nanti dapat jadwal vaksin pas puasa, nggak bikin batal puasa ini, kan",,,,,
"*LAPORAN POLSEK PASRUJAMBE
  PATROLI TEMPAT PENYIMPANAN
  VAKSIN COVID-19 DI PUSKESMAS
   PASRUJAMBE * https://t.co/2M96OqFZZm",,,,,
"... Heran dengan org2 yg nyuruh IDI atau BPOM ikut memikirkan gimana Vaksin Nusantara bisa lanjut. Mereka ga bisa ngapa2in oi. Itu produknya cacat... teknologi punya Aivita, ya Aivita yang PALING PAHAM bagaimana memperbaiki cacat2nya produk dia 😪",,,,,
Membuat obat/vaksin itu seperti membuat ayam goreng. Resepnya macem2 dan rahasia. Kamu bisa klaim resepmu menghasilkan ayam goreng paling enak sedunia. Tapi konsumen bisa aja kan bilang “ih ayamnya gak ada rasa” atau “ih ayamnya bau amis”...,,,,,
Sangar temen pemuja Vaksin Nusantara 🤣🤣🤣,,,,,
Denmark Putuskan Setop Penggunaan Vaksin AstraZeneca https://t.co/wMEWQwCPo4,Tidak Percaya,,,,
"Coba ya kalo sesuai mau si bunda. 
""Hey, lagi apa?""
""Lagi baca modul pelaksanaan vaksin niichh, yang ngeluarin kemenkes kamu tau khaann""

Anjir geli.",,,,,
"@gheaprativi Kayanya bakal ditunda deh ka.. Gula darah tinggi, apa kaka begadang? Soalnya di tempatku sini ga bisa vaksin kalo gitu",,,,,
#Vaksin Covid-19 Itu Aman dan Halal. https://t.co/bBMXYkgrMJ,Percaya,,,,
@na_dirs Bukan vaksin NUsantara Gus? 😅,,,,,
"@NyiPenengah aku lagi nunggu jadwal vaksin nih NYi, kmrn sdh didaftarin lewat kantor suami. Kalo dpt jadwal vaksin pas puasa ini, it's oke karena ga batalin puasa kan ya",Percaya,,,,
Bhabhinkamtibmas Bripka Joko Sulistiyo melks sambang ke rumah bpk Amat pd kesempatan tsb menyampaikan pesan agar bersedia menerima vaksin copid 19 dan mau di vaksinasi untuk mencegah penularan virus copid 19 https://t.co/8ppFHuvEq9,,,,,
"Kementerian Kesehatan mengingatkan masyarakat agar tidak perlu takut untuk melakukan vaksin di bulan Ramadhan. Jokowi berharap semua masyarakat mau melakukan vaksin di bulan Ramadhan, selain itu vaksin aman.",Percaya,,,,
"@na_dirs Kok twit nya sensi amat sama Terawan, ya paling tidak dia ada usaha untuk vaksin, semoga kita sehat semua Gus 🙏",,,,,
Untung aaaa kak nani dah dapat vaksin 🙄 #dengki,,,,,
@yunartowijaya Siapa orangnya yg bikin vaksin tanpa uji klinis?,,,,,
"Apakah mengusik kuasa para kartel  kesehatan ? 👀

Mengutip situs resminya, AIVITA resmi berdiri pada 2016 lalu. Perusahaan tersebut dipimpin oleh ilmuwan yang mengedepankan metode sel punca, Prof. dr. Hans Keirstead PhD. 
https://t.co/QJG7vxC7iu",,,,,
"Pemerintah melaporkan enam kasus pengumpalan darah, termasuk satu meninggal dunia, dua pekan setelah warga AS mendapatkan satu dosis vaksin covid-19.
  https://t.co/3yrzDK9IvE",Tidak Percaya,,,,
Makasi pak dr. Terawan utk vaksin Nusantara nya 🥰 https://t.co/W2BqLGtv5z,Percaya,,,,
jadi sekarang udah bener-bener yakin ya semua untuk dapet vaksin dan test swab. Ini semua memudahkan kita dan gak akan ngrubah ibadah kita jadi batal ya teman. Yuk sama-sama ibadah dan sehat selalu,,,,,
"Nusantara

Apapun vaksinnya, pasti ada aturan batas minimal uji kelayakan vaksinnya untuk bisa diedarkan.
Yg pasti butuh puluhan - ratusan ribu relawan utk membuktikan uji vaksin lulus edar.

IDI
BPOM
Terawan
Kemenkes
LBM Eijkman
detikHealth
Kesehatan
LPKI",,,,,
"Pengembangan vaksin Nusantara besutan mantan Menkes Terawan Agus Putranto menuai kritik dari sejumlah pihak. Meski dikritik dan belum mendapatkan izin dari BPOM, namun DPR meminta agar uji klinis dilanjutkan. Bahkan, sejumlah anggota DPR RI ngotot mendapatkan suntikan vaksin itu. https://t.co/3Y5dX59VKd",,,,,
@ngegasteruss Kan emg bener bapak masuk ke dalem RS buat vaksin hahahaha,Percaya,,,,
Indonesia Urutan ke-9 Negara Penyuntik Vaksin Covid-19 Terbanyak di Dunia https://t.co/guXylXPD7o,,,,,
"Pokoke gas terus, kami butuh pergantian anggota dewan. BPOM ga usah ikut campur, ini misi pembasmian secara diam-diam.
https://t.co/HfMsA04Bxh",,,,,
"~ apabila ada orang yg sakit/sedang dlm perjalanan maka mereka wajib mengqada’ puasa dilain waktu.
~ vaksinasi boleh dilakukan karena karena vaksin bukan makanan&amp;minuman, &amp; tidak dimasukkan melalui lubang tubuh seperti hidung, telinga, qubul&amp;dubur.",,,,,
"Semalam buka sahur make kangkung, paginya dapat info vaksin-2 dimajukan pagi ini. Yailaa Dah lemes duluan shayy, inget jarum suntik 😂",Percaya,,,,
"Budaya tegal minum poci bareng langsung ngews? Asli dah ni novel bagus bet 😭

Sicepat PDKT #ApologizetoThailand Jepang #อินโดนีเซียขอโทษไทย #เช็คอินบางนา Wawasan #IkatanCintaEp237 #Indonesiasaysorryforthailand Vaksin Nusantara #MelajuBersamaGojek SH MH UU ITE Kanada #tegalviral https://t.co/02xONtRSf9",,,,,
coba tanya ke Adian Napitupulu https://t.co/oz37cNGiGv https://t.co/3Zpd17zesB,,,,,
"9.Saudi Arabia lebih dekat dan bersahabat dengan Amerika ketimbang Cina. Sedangkan Indonesia sedang akrab dan bermain-main dengan Cina. Vaksin pun dari Cina, Sinovac yang dianggap masih rentan bagi penularan Covid-19. Kualitas Sinovac yang diragukan dan bermutu rendah.",,,,,
Dmn bs vaksin utk anak mudah?,,,,,
"Charles Honoris: Relawan vaksin Nusantara tak wakili sikap Komisi IX DPR
https://t.co/A6tW7ydbR0 https://t.co/XYRqCxuT0c",,,,,
"Fatwa MUI tentang vaksin
#VaksinasiNasional https://t.co/w91VsOEyQT",,,,,
@panca66 Kenceng hajar Vaksin Terawan kayak punya stock vaksin sinovac + astra,,,,,
"@schokocatcher Boleh kan itu hak tiap orang buat nentuin pilihan buat hidupnya. Baru golongan tertentu aja yg divaksin kalau disini, suamiku jg blm vaksin krm dia termasuk ke golongan org paling gak ""penting"" hahaha",,,,,
"Penjelasan Vaksin Nusantara oleh Munarman.
Ibarat bakwan diisi rumput. https://t.co/RbCVPKZtMj",,,,,
"Dpt info vaksin yg di Istora Senayan itu bisa buat KTP non-DKI

Hoax bkn sih?",,,,,
"Bbrp hari lalu dpt undangan vaksin dr kelurahan. Rasanya tuh ya ampunnn, degdegan. Terlalu bahagia!

Undangan jam 8, jam 6 udah beberes berangkat.

Sampe lokasi eh sepi. Nunggu sampe jam 9 lewat baru ada petugas.

Lalu petugasnya bilang, khusus lansia aja.

Patah hatiku.
Patah. https://t.co/feCbzU5dlj",,,,,
@coffeeandtivii Eh jangan alasan org yg masih hidup tkut beneran kejadian 😂 wkwkwk..kalo alasan vaksin boleh lah.,,,,,
"@jungjenass Kakak gue kemaren vaksin pertama pusing ketolongan jeee pas vaksin kedua gapapa.. 

Coba tanya deh jeee sama dokternya efek sampingnya begitu yaa?",Percaya,,,,
"BPOM: Semua Komponen Vaksin Nusantara Diimpor Dari AS

#vaksinnusantara
#bpom
https://t.co/szxFFKX9ki",,,,,
"Segenap Pemda memastikan kegiatan vaksinasi lansia tahap 2 ini tetap berlangsung selama Ramadan. Demikian juga dengan Dinkes Pemprov DKI yg tetap mengadakan vaksinasi tahap 2. 
Beberapa alasan dari Pak Ustad dan warga lainnya akhirnya membuat si bapak lansia tadi mau vaksin besok https://t.co/o63POuiyAs",Percaya,,,,
"@501Awani Ebit lew lagi. Pm kita g bazaar nak pantau sop. Gaji jalan, vaksin dah inject, parlimen taknak pergi lepas tu sibuk nak potong gaji penjawat awam. Di bulan ramadhan ni marila doa banyak2 agar dihapusi pemimpin zalim Dan moga dilahirkan pemimpin macam ebit lew.. Aamin",,,,,
"Semangat pak Terawan! yg penting DPR/DPRD dulu yg disuntik. Mampu melumpuhkan tanpa banyak bicara.
https://t.co/Es8wS0qbXA",,,,,
Pengembangan vaksin Covid-19 secara global terus berlanjut untuk meningkatkan kemanjurannya. Ikatan Dokter Indonesia telah menyatakan vaksin buatan Tiongkok layak dan aman digunakan. https://t.co/ru5L5X7Djg,Percaya,,,,
"@gianmihartari @haebyon Aku jg tgl 17 vaksin kedua
Abis tu ya",,,,,
"Melki Laka Lena  Siap Jadi Relawan Vaksin Nusantara

#kabargolkar #Golkar #partaigolkar #Sayagolkar #golkarupdate #golkarindonesia #golkarsolid
  https://t.co/g7YAP36g8f",,,,,
"yaampun pas day6 comeback gw malah jadwal vaksin yang kedua 🤦🏻‍♀️
udah pasti disuruh masuk juga 🤦🏻‍♀️
tadinya mau cuti 🤦🏻‍♀️",,,,,
"India dah lama start vaksin rakyat dia, way before us started. Vaksin sendiri pon dh ada.

But here comes 4th waves. I is scared.

Hmmm sebab rakyat dia ramai sgt kot, no sop bla bla bla ntah lah https://t.co/xsM6LdBzRV",,,,,
"@changbinq kl vaksin skrg misal, batal gk puasanya",,,,,
"Koneksinya ""wah"" memang Pak Ter-cloud ini. Seng ada lawan, dukunglah sebagai Bapak Vaksin COVID-19 Nasional. https://t.co/1FvSzGUB5r",,,,,
"@korantempo Beri kesempatan warga Indonesia membuat vaksin sendiri seperti India. 
Beri kesempatan memajukan penelitian ilmiah asli Indonesia walaupun bisa saja awal nya berbahan baku dari luar.",,,,,
"@03__nakula @KemenkesRI @BudiGSadikin @MudasirRomini @vita_AVP @veraagustian_ @NesyaZhafira @BenkKendal @PretiWn @Wildan_Juli @antasena_wisesa @Widyarenee @wahyujoehidayat Belum ada yg bisa menjelaskan dan yg bertanggung jawab, jika vaksin Nusantara itu asli Indonesia? Dan belum ada yg menjelaskan kepada publik tentang uji klinis dari vaksin Nusantara?",Tidak Percaya,,,,
"@ngegasteruss Alesan fav gw nih hahaha. Atau gw bilang ""bapak saya masuk RS pak, (buat vaksin)"" 😂",,,,,
"VAKSIN AMAN, HALAL DAN TIDAK MEMBATALKAN PUASA
JANGAN TAKUT UNTUK VAKSINASI DEMI MENYUKSESKAN PEMBERANTASAN COVID-19

#CovidBelumBerakhir
#VaksinasiMassal
#POLRI
@polresbungosmart
@lutfi_bm99
@mazzadjie
@moraisjj98
@divisihumaspolri 
@humaspolresbungo
@polda_jambi https://t.co/D32Z2AgLT7",Percaya,,,,
"@korantempo Bkn modal nekat kali min???
Tp tdk adanya dukungan penuh dr BPOM kpd buatan dlm negeri..makanya dibikin ruwet?.kalau hrs mengulang uji klinis.. Hingga tahap 3 dn itu berhasil dr tingkat keampuhan hingga tdk adanya dampak/efek vaksin tsb.. Entar BPOM bs malu sndiri loh????😀",,,,,
Lagi antre vaccine.... busui blh vaksin??,,,,,
"Menteri Kesehatan RI @BudiGSadikin berharap vaksin Merah Putih yang merupakan buatan anak negeri bisa dipakai pada awal 2022.

@KemenkesRI https://t.co/AG2krGPzcZ",,,,,
"Keliru kalau anggap vaksin Nusantara hasil karya anak bangsa. Vaksin itu tidak lain merupakan produk dari Avita Biomedical Inc, Amerika Serikat. Alias, vaksin Nusantara tidak lain nama jual vaksin Avita di Indonesia ! https://t.co/lz2pvfb1t2",,,,,
"@501Awani KERAJAAN SAMPAH
VAKSIN PUN BELUM MULA LAGI",,,,,
"@changbinq GAK VAKSIN, INFUDSSSSSSSS",,,,,
"Tak kisahlah siapa vaksin dulu pun, last last semua nak vaksin jugak ergh. Bagilah siapa dulu pun, asalkan laju lah buat kerja, orang lain nak hidup jugak",,,,,
@soubeli abis di vaksin wkwk lemes,Percaya,,,,
@GrumpyLads @aschareev2 @ProfesorZubairi Kalo saya bisa ngasih bukti sertifikat vaksin saya. Kalo yang nulis vaksin aja fucksin sih ga tau yaaa...,,,,,
Penelitian vaksin besutan eks Menteri Kesehatan Terawan Agus Putranto ini dihentikan sementara dan belum mendapat izin lanjut ke fase uji klinik II. #kumparanNews https://t.co/Nl8egrQEhM,Tidak Percaya,,,,
"Ada wabah ribut
Ada vaksin ribut
Bansos di embat
Bantuan di korup
Ancuuur jum....
#Kabal
#bisnis",,,,,
"@JKJAVMY Indonesia yang kau pandang keji pun dah berjuta penduduk dia di vaksin..

Malaysia dengan Indonesia pun kalah?

What a loser!!",,,,,
"Ayo vaksin, lawan Covid-19 dengan Vaksinasi 

@divisihumaspolri #polripresisi #poldasulsel https://t.co/oDphvqfi1c",Percaya,,,,
"Kalo ada rencana liburan ke Amrik, Eropa, Spore lebih baik suntik vaksin yg dipake disana krn kalo ada syarat vaccine passport udah beres https://t.co/51czrTbHmG",Percaya,,,,
Huwoooo vaksin pertama alhamdulilah berjalan lancar https://t.co/HP3QkUYZeR,Percaya,,,,
"Trus malah ada netizen yg komen kalau vaksin yg disuntikin ke pak Jokowi boongan, air atau vitamin C, atau bahkan ada yg ngomong kalau vaksinnya gak disuntikin, itu semua cuma boongan aja. 
Yasalam mulut netizen, gak ada akhlak yak. Ya beneran vaksin donk pak Jokowi",,,,,
"Sekarang sudah tidak perlu khawatir dengan vaksin, karena vaksin aman. Fatwa no 13 tahun 2021 tentang hukum vaksinasi menyebutkan vaksinasi tidak membatalkan puasa sehigga pemerintah bisa melakukan vaksin di bulan Ramadhan. https://t.co/6tjmIQkWQO",Percaya,,,,
"Jadi Relawan Vaksin Nusantara, Dasco: Bantu Program Vaksinasi Pemerintah

https://t.co/nk8R1ma382",Percaya,,,,
anti-vaksin: banyaaaaak bgt dan kadang capek aja gitu bertingkah biasa aja dan diam🙁 https://t.co/RDrjK5T37P,,,,,
@SayaRadifan Wes vaksin wingi doan ng balkot hhhaaa,,,,,
#NAME?,,,,,
"harus ny dpr kita punya terobosan baru selain vaksin.. kalian kn jago negosiasi (politik), coba lah si covid diajak rembugan, siapa tahu doski bs lgsg luluh..

selain low-cost,mgkn bs profitable jk negosiasi ny ditayangkn di tv..
😂 https://t.co/yrRUQEE3wc",,,,,
@NyiPenengah Alhamdulillah masih tetap bisa puasa ya meskipun di vaksin karena gak batal,,,,,
"@ProfesorZubairi Keliru kalau anggap vaksin Nusantara hasil karya anak bangsa. Vaksin itu tidak lain merupakan produk dari Avita Biomedical Inc, Amerika Serikat. Alias, vaksin Nusantara tidak lain nama jual vaksin Avita di Indonesia. Dan tentu mereka punya anggaran pemasaran!",,,,,
"Jadi inget pas vaksinasi covid -19 akan digelar. Beberapa takut, gak mau vaksin. Trus bilang katanya vaksin haram, dibantah MUI. Lalu biar yakin diminta Presiden yg duluan vaksin. Eh dilakuin donk sama pak Jokowi, beliau vaksin Covid-19 lebih dulu.",,,,,
"@ikapuspita17 aku masih menunggu jadwal mbak, tapi meskipun vaksin saat puasa gak batal kan ya",,,,,
"@bumilangit Gaji menteri tolak rm 3000 pun takkan terasa. Ni sibuk nak potong gaji penjawat awam yg takdala banyak mana pun. Diorg dapat vaksin pergi parlimen pun taknak, gaji penuh dpt tiap bulan pun sibuk nak kacau org kerja government. Seriously la kerajaan neraka kita ada skrg.",,,,,
"Halo sobat Polri,
Vaksinasi di bulan puasa itu tidak membatalkan puasa, sepanjang tidak membahayakan pasien.Fatwa MUI no.13 tahun 2021 menegaskan pelaksanaan penyuntikan vaksin Covid-19 pada muslim yang berpuasa lewat injeksi intramuscular ""boleh"" dan ""tidak membatalkan puasa"". https://t.co/IUSsCFTH2w",,,,,
GIAT KAPOLSEK DAN ANGGOTA POLSEK RANDUAGUNG CEK DAN KONTROL GUDANG PENYIMPANAN VAKSIN COVID 19 https://t.co/uu2Zsd3GS9,,,,,
"Respons Antibodi Vaksin Nusantara Disorot, Dinilai Tak Konsisten dengan Dosis yang Diberikan https://t.co/tG15dgWJZc",Tidak Percaya,,,,
Vaksin dr. Terawan merupakan solusi nya ! #imwithterawan,Percaya,,,,
tolong dong gue lagi antri vaksin plis jangan bikin gue nangis @ svt,,,,,
"Testimoni Wiwiek Hindriati, salah satu pimpinan PT Rama Emerald Multi Sukses, perusahaan penyokong proyek Vaksin Nusantara, yang merupakan mantan pasien dr. Terawan. https://t.co/2upifOzWFd",,,,,
Hari ini gugupe double asem tenan.. konsul + vaksin.,,,,,
Sufmi Dasco Ahmad: Vaksin Nusantara Bisa Antisipasi Kelangkaan Vaksin https://t.co/MP7bCEocmS,,,,,
"Bicara soal vaksin Covid-19 ini, Presiden Jokowi sangat serius memikirkan kesehatan seluruh masyarakat Indonesia. Beliau berharap vaksinasi ini merata bagi seluruh rakyat, dan didapatkan secara gratis. Semoga cukup ya, yg belum kaya saya udh deg²an takut gak kebagian",,,,,
vaksin amerika nih https://t.co/afLbBXB76K,,,,,
"Cuma aku mau nanya ke dokter aja nanti siang bagusnya yg mana. Gak ada yg tau apa reaksinya kalau vaksin pertama astrazeneca dan yg keduanya Pfizer-Biontech atau Moderna.

Apa kami juga bakal divaksin yg ketiga kalinya? Gak ada yg tau juga 😅😅",Tidak Percaya,,,,
"Astrazeneca, Johnson and Johnson, Pfizer-Biontech sama Moderna. Jadi tiap orang diperbolehkan untuk milih lebih dari satu dan pas vaksin nanti bisa didiskusiin sama dokter yg vaksin, jenis vaksin mana yg lbh bagus.

Awal minggu ini masih ada obrolan dr pemerintah Jerman, kalau -c",,,,,
"28 Februari kemaren aku divaksin Astrazeneca untuk tahap pertama dan ya efek samping yg aku dpt bisa dibilang paling parah dibanding kolega yg lainnya. Bahkan aku lgsg ngerasa keleyengan beberapa menit setelah vaksin.

Untuk vaksin kedua jadinya ada empat pilihan jenis vaksin. https://t.co/E5IfOUWXFZ",Percaya,,,,
Kenapa lambat sangat aku nak kena vaksin ni? Kalian daftar melalui MySejahtera atau melalui medium lain? Aku tengok kawan-kawan ada yang dah divaksin. Hmmm.,,,,,
Kenapa seorang pekerja pejabat majlis perbandaran dah dapat vaksin,,,,,
"SMS sampah terus yang masuk, SMS woro-woro giliran vaksin kagak pernah masuk. Ampas!! 😒😒😒 https://t.co/vspeFCLz8i",Tidak Percaya,,,,
@kochengfess minimal 2 minggu kok. aku biasa 2 minggu setelah vaksin juga sterilnya.,,,,,
"@RodriChen @LuqmanBeeNKRI @DPR_RI Pa vaksin itu produk sains, ikuti arahan regulator jangan dicampuri proses politik.",,,,,
Hello nama saya sekarang under ' tidak memenuhi ' untuk list vaksin jabatan. Sebab allergy ubat 😭 Hopefully dapat jugak vaksin,,,,,
Ahli: Vaksin Nusantara Bukan Inovasi Anak Bangsa https://t.co/LzBHLjKLGL,,,,,
"setiap ketemu orang pasti topik utamanya covid covid covid covid, padahal kan bisa ngomongin vaksin",,,,,
Ziarah kasih diteruskan semasa Ramadan untuk membantu keluarga warga emas ini di Kampung Sungai Penchala #Segambut. Kami juga sempat membantu mendaftarkan warga emas ini untuk vaksin Covid19. https://t.co/gJygvLxmGZ,,,,,
"@Mbekayune @dessyratnaap wuihh... aku mei jg vaksin lg..
sblm divaksin minum jamu alami gtu fin..
kemarin denger pengalaman temen minum temulawak bikinan sendiri gtu nah efeknya kebalik banget dibanding aku. ga ada pusing/kemeng segala macem.. seger buger~
vaksin Mei juga bakal gtu sih niatnya 🤩",,,,,
"abah dah dapat 1st vaksin, pastu umi tanya ""rasa apa"" 🤧🤣🤣🤣",,,,,
Vaksin nusantara. https://t.co/kQYrQTXF6j,,,,,
"berikan jugalah pencerahan tentang vaksin nusantara @gantinamaakunnn
Datuk kan mau paham sendirj aj.",,,,,
"@DaniPranantya @frshzrnmln @PakAhmadUtomo lucu betul memang warganet ini, padahal gambar di twit tadi, posisinya sepakat dengan penjelasan Pak Ahmad. Malah di gambar itu lebih detail menjelaskan kenapa vaksin Nusantara ini cuma klaim aja sebagai produk anak bangsa.",,,,,
MANA VAKSIN UNTUK RAKYAT??!,,,,,
